latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.862915,12.539912,54.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (m/s),shortwave_radiation (W/m²)
1623412800,27.5,2.47,859.0
1623416400,26.3,2.15,671.0
1623420000,26.3,0.85,607.0
1623423600,25.9,2.64,473.0
1623427200,25.1,2.75,323.0
1623430800,24.2,2.60,213.0
1623434400,22.8,1.68,94.0
1623438000,21.2,2.02,12.0
1623441600,20.3,1.84,0.0
1623445200,19.4,1.00,0.0
1623448800,18.8,0.98,0.0
1623452400,18.3,1.53,0.0
1623456000,18.8,1.10,0.0
1623459600,17.7,1.68,0.0
1623463200,17.6,1.79,0.0
1623466800,16.5,1.72,0.0
1623470400,15.9,1.58,4.0
1623474000,17.1,1.98,80.0
1623477600,19.0,2.15,237.0
1623481200,21.2,2.16,419.0
1623484800,23.6,1.97,594.0
1623488400,25.8,1.80,743.0
1623492000,27.3,1.62,832.0
1623495600,28.3,1.36,863.0
1623499200,28.3,1.40,853.0
1623502800,27.7,2.69,733.0
1623506400,26.9,3.54,683.0
1623510000,26.3,3.76,542.0
1623513600,26.0,3.42,407.0
1623517200,25.0,2.97,251.0
1623520800,23.0,2.86,103.0
1623524400,21.6,2.82,15.0
1623528000,20.8,2.80,0.0
1623531600,20.3,2.52,0.0
1623535200,19.7,2.02,0.0
1623538800,19.4,2.06,0.0
1623542400,17.4,1.60,0.0
1623546000,18.0,1.17,0.0
1623549600,17.6,1.94,0.0
1623553200,17.0,1.87,0.0
1623556800,16.6,1.70,4.0
1623560400,18.1,2.06,80.0
1623564000,20.4,1.78,235.0
1623567600,22.8,1.61,415.0
1623571200,25.2,1.12,588.0
1623574800,27.2,0.99,736.0
1623578400,28.6,1.80,846.0
1623582000,29.5,2.93,909.0
1623585600,29.6,2.79,906.0
1623589200,29.1,3.76,857.0
1623592800,28.6,3.57,737.0
1623596400,28.1,3.70,623.0
1623600000,26.6,3.89,420.0
1623603600,25.2,3.58,267.0
1623607200,23.5,2.90,118.0
1623610800,22.0,2.75,16.0
1623614400,21.3,2.64,0.0
1623618000,20.8,2.64,0.0
1623621600,20.3,1.84,0.0
1623625200,19.9,1.46,0.0
1623628800,19.0,1.26,0.0
1623632400,18.9,0.91,0.0
1623636000,18.6,0.92,0.0
1623639600,18.3,1.33,0.0
1623643200,18.6,1.24,3.0
1623646800,20.2,1.28,76.0
1623650400,22.2,0.10,225.0
1623654000,24.3,0.41,400.0
1623657600,26.4,1.41,544.0
1623661200,27.8,2.84,660.0
1623664800,28.1,3.98,764.0
1623668400,28.2,4.33,852.0
1623672000,28.3,3.42,788.0
1623675600,28.1,3.41,694.0
1623679200,27.6,3.04,592.0
1623682800,27.1,3.05,474.0
1623686400,26.4,2.66,320.0
1623690000,25.4,2.87,218.0
1623693600,23.8,2.06,110.0
1623697200,22.3,1.33,16.0
1623700800,21.8,0.70,0.0
1623704400,21.7,1.10,0.0
1623708000,20.7,1.34,0.0
1623711600,20.6,1.13,0.0
1623715200,20.3,1.04,0.0
1623718800,19.3,1.20,0.0
1623722400,19.4,1.53,0.0
1623726000,18.7,1.80,0.0
1623729600,18.3,1.30,4.0
1623733200,19.5,0.71,79.0
1623736800,21.2,1.00,233.0
1623740400,22.8,0.41,404.0
1623744000,24.4,1.89,564.0
1623747600,25.3,2.78,631.0
1623751200,25.8,3.14,734.0
1623754800,26.2,3.38,867.0
1623758400,26.1,3.12,900.0
1623762000,26.5,3.20,840.0
1623765600,26.3,4.02,727.0
1623769200,25.6,4.77,619.0
1623772800,24.8,3.64,426.0
1623776400,24.0,2.59,277.0
1623780000,22.8,1.14,125.0
1623783600,21.4,1.02,17.0
1623787200,20.8,0.92,0.0
1623790800,21.1,0.54,0.0
1623794400,20.5,0.36,0.0
1623798000,19.9,0.50,0.0
1623801600,18.9,1.00,0.0
1623805200,18.1,1.30,0.0
1623808800,17.4,1.41,0.0
1623812400,17.7,1.80,0.0
1623816000,17.5,1.70,4.0
1623819600,18.6,1.72,80.0
1623823200,20.1,1.49,233.0
1623826800,21.9,1.34,411.0
1623830400,23.6,0.95,588.0
1623834000,25.4,1.17,721.0
1623837600,26.9,1.70,793.0
1623841200,27.7,2.47,841.0
1623844800,27.8,2.92,823.0
1623848400,26.7,4.46,725.0
1623852000,25.8,4.34,539.0
1623855600,25.0,3.82,361.0
1623859200,24.4,3.20,280.0
1623862800,23.5,2.14,154.0
1623866400,22.8,1.08,85.0
1623870000,21.6,1.04,12.0
1623873600,20.9,1.04,0.0
1623877200,20.2,1.41,0.0
1623880800,20.5,0.40,0.0
1623884400,19.0,1.12,0.0
1623888000,19.9,1.40,0.0
1623891600,19.7,1.73,0.0
1623895200,19.4,0.95,0.0
1623898800,18.7,0.67,0.0
1623902400,18.0,0.10,4.0
1623906000,19.6,0.89,75.0
1623909600,21.7,1.17,212.0
1623913200,23.3,1.78,372.0
1623916800,25.0,1.91,549.0
1623920400,26.7,1.30,727.0
1623924000,28.2,0.76,838.0
1623927600,29.4,1.30,895.0
1623931200,29.6,1.51,857.0
1623934800,29.2,3.85,827.0
1623938400,27.2,4.89,649.0
1623942000,26.4,4.81,503.0
1623945600,25.5,3.82,371.0
1623949200,24.7,2.86,247.0
1623952800,23.2,1.97,97.0
1623956400,22.1,1.61,16.0
1623960000,21.1,1.44,0.0
1623963600,20.1,1.43,0.0
1623967200,19.4,0.36,0.0
1623970800,19.7,0.00,0.0
1623974400,18.8,1.53,0.0
1623978000,18.4,1.03,0.0
1623981600,19.0,0.28,0.0
1623985200,18.4,1.40,0.0
1623988800,18.3,2.21,4.0
1623992400,20.2,1.82,75.0
1623996000,22.7,1.35,230.0
1623999600,24.5,0.42,409.0
1624003200,26.1,1.79,582.0
1624006800,26.8,2.66,657.0
1624010400,27.0,1.58,572.0
1624014000,28.3,2.48,771.0
1624017600,27.9,2.02,864.0
1624021200,28.3,2.82,752.0
1624024800,27.7,3.72,720.0
1624028400,27.4,3.75,598.0
1624032000,26.6,2.98,454.0
1624035600,25.4,2.69,279.0
1624039200,23.8,1.49,127.0
1624042800,22.5,0.71,18.0
1624046400,22.1,0.45,0.0
1624050000,20.7,1.04,0.0
1624053600,21.7,0.42,0.0
1624057200,21.4,0.22,0.0
1624060800,20.6,1.00,0.0
1624064400,20.4,1.02,0.0
1624068000,17.9,1.49,0.0
1624071600,18.0,1.43,0.0
1624075200,17.5,2.43,4.0
1624078800,19.4,1.53,75.0
1624082400,21.5,1.91,226.0
1624086000,23.5,2.13,369.0
1624089600,25.5,1.10,516.0
1624093200,27.7,1.17,659.0
1624096800,29.2,2.00,727.0
1624100400,30.3,2.47,858.0
1624104000,29.7,3.34,911.0
1624107600,28.8,4.04,730.0
1624111200,28.6,3.38,625.0
1624114800,28.9,2.95,638.0
1624118400,27.8,3.57,474.0
1624122000,26.0,2.91,297.0
1624125600,24.5,1.84,132.0
1624129200,22.5,2.06,18.0
1624132800,21.3,1.00,0.0
1624136400,21.3,0.61,0.0
1624140000,21.1,1.30,0.0
1624143600,20.5,1.14,0.0
1624147200,19.9,0.50,0.0
1624150800,19.5,0.32,0.0
1624154400,19.6,0.14,0.0
1624158000,19.0,1.61,0.0
1624161600,18.7,2.16,3.0
1624165200,20.4,2.28,77.0
1624168800,22.4,2.01,232.0
1624172400,24.5,1.89,389.0
1624176000,26.9,0.51,551.0
1624179600,29.4,1.03,708.0
1624183200,31.4,0.99,607.0
1624186800,31.2,2.38,385.0
1624190400,31.1,3.30,374.0
1624194000,27.4,5.55,516.0
1624197600,28.3,4.39,456.0
1624201200,28.7,2.91,500.0
1624204800,27.9,3.76,434.0
1624208400,26.6,2.04,234.0
1624212000,25.6,1.61,116.0
1624215600,23.7,1.61,17.0
1624219200,23.4,3.89,0.0
1624222800,24.7,4.24,0.0
1624226400,24.3,2.66,0.0
1624230000,22.1,3.20,0.0
1624233600,24.3,2.22,0.0
1624237200,24.1,1.36,0.0
1624240800,21.5,4.66,0.0
1624244400,21.7,2.40,0.0
1624248000,20.8,2.62,3.0
1624251600,22.7,2.59,78.0
1624255200,25.9,3.00,231.0
1624258800,28.1,3.86,406.0
1624262400,29.9,2.64,575.0
1624266000,31.3,1.82,727.0
1624269600,32.7,1.75,834.0
1624273200,33.6,3.41,895.0
1624276800,31.5,5.12,894.0
1624280400,31.3,4.78,714.0
1624284000,30.8,5.04,650.0
1624287600,30.8,4.74,602.0
1624291200,30.1,3.57,430.0
1624294800,29.0,3.49,279.0
1624298400,27.6,3.30,128.0
1624302000,25.5,2.62,19.0
1624305600,24.2,2.28,0.0
1624309200,23.3,2.40,0.0
1624312800,22.9,2.58,0.0
1624316400,22.3,2.40,0.0
1624320000,22.9,3.05,0.0
1624323600,22.6,1.98,0.0
1624327200,21.3,2.66,0.0
1624330800,21.8,2.00,0.0
1624334400,20.1,1.50,3.0
1624338000,22.0,1.33,79.0
1624341600,24.6,0.28,233.0
1624345200,27.3,0.61,413.0
1624348800,29.4,1.17,586.0
1624352400,31.2,2.18,734.0
1624356000,32.4,2.51,843.0
1624359600,33.0,3.44,906.0
1624363200,33.4,2.55,915.0
1624366800,32.1,4.53,870.0
1624370400,31.3,4.03,775.0
1624374000,30.7,3.33,641.0
1624377600,29.6,2.92,478.0
1624381200,28.6,2.15,301.0
1624384800,27.4,1.14,133.0
1624388400,25.3,1.34,19.0
1624392000,24.2,1.49,0.0
1624395600,23.1,1.06,0.0
1624399200,22.8,0.61,0.0
1624402800,22.4,0.71,0.0
1624406400,23.4,1.10,0.0
1624410000,22.4,1.84,0.0
1624413600,21.8,2.48,0.0
1624417200,21.3,1.70,0.0
1624420800,20.8,1.39,3.0
1624424400,22.6,2.97,78.0
1624428000,25.0,1.14,231.0
1624431600,27.9,0.60,406.0
1624435200,30.2,1.97,494.0
1624438800,32.7,1.92,725.0
1624442400,34.4,4.50,840.0
1624446000,33.1,4.24,865.0
1624449600,32.6,3.71,893.0
1624453200,31.0,6.03,863.0
1624456800,30.0,5.30,763.0
1624460400,29.7,3.66,647.0
1624464000,28.6,2.60,303.0
1624467600,28.3,3.07,114.0
1624471200,27.1,3.49,51.0
1624474800,24.7,3.55,13.0
1624478400,23.5,1.25,0.0
1624482000,23.2,2.42,0.0
1624485600,23.1,1.51,0.0
1624489200,23.6,0.40,0.0
1624492800,22.6,0.22,0.0
1624496400,22.0,1.84,0.0
1624500000,21.7,1.10,0.0
1624503600,20.8,1.49,0.0
1624507200,20.9,0.50,3.0
1624510800,22.3,1.14,70.0
1624514400,25.1,1.39,227.0
1624518000,27.6,1.64,402.0
1624521600,29.9,1.80,571.0
1624525200,30.8,3.36,655.0
1624528800,31.4,2.82,788.0
1624532400,32.0,2.83,820.0
1624536000,29.6,2.85,629.0
1624539600,31.1,2.79,783.0
1624543200,29.6,4.53,520.0
1624546800,28.1,3.00,387.0
1624550400,28.0,3.36,294.0
1624554000,26.9,3.35,190.0
1624557600,25.2,3.32,88.0
1624561200,23.6,2.78,14.0
1624564800,22.8,2.12,0.0
1624568400,22.2,1.70,0.0
1624572000,21.8,0.61,0.0
1624575600,21.5,0.71,0.0
1624579200,22.1,1.33,0.0
1624582800,21.7,1.56,0.0
1624586400,21.6,0.28,0.0
1624590000,20.8,0.82,0.0
1624593600,20.9,1.02,2.0
1624597200,22.0,0.36,53.0
1624600800,23.4,0.36,154.0
1624604400,25.8,1.08,357.0
1624608000,28.1,2.56,554.0
1624611600,29.1,2.59,703.0
1624615200,30.0,3.78,780.0
1624618800,30.5,4.62,871.0
1624622400,30.7,3.28,916.0
1624626000,30.9,4.04,831.0
1624629600,30.4,4.17,724.0
1624633200,29.7,4.39,658.0
1624636800,28.5,3.89,489.0
1624640400,27.0,3.41,308.0
1624644000,25.1,2.98,138.0
1624647600,23.0,2.44,20.0
1624651200,22.0,1.71,0.0
1624654800,21.5,0.81,0.0
1624658400,20.7,1.02,0.0
1624662000,20.3,1.00,0.0
1624665600,19.2,1.30,0.0
1624669200,19.9,1.80,0.0
1624672800,18.8,1.39,0.0
1624676400,18.2,1.42,0.0
1624680000,17.9,2.28,3.0
1624683600,18.8,2.36,81.0
1624687200,20.5,2.24,242.0
1624690800,23.1,2.28,428.0
1624694400,26.1,2.12,606.0
1624698000,28.5,1.55,756.0
1624701600,30.4,1.22,864.0
1624705200,31.8,0.95,934.0
1624708800,31.9,1.32,947.0
1624712400,30.9,4.41,901.0
1624716000,30.4,4.11,800.0
1624719600,29.9,3.96,664.0
1624723200,28.9,3.57,496.0
1624726800,27.9,3.08,315.0
1624730400,26.4,1.79,142.0
1624734000,24.2,1.22,21.0
1624737600,22.7,1.14,0.0
1624741200,22.2,0.95,0.0
1624744800,20.8,1.25,0.0
1624748400,22.2,0.67,0.0
1624752000,20.0,1.50,0.0
1624755600,19.6,1.08,0.0
1624759200,18.9,1.66,0.0
1624762800,18.4,1.90,0.0
1624766400,18.6,1.73,3.0
1624770000,20.3,2.02,79.0
1624773600,23.0,1.66,238.0
1624777200,25.9,1.80,420.0
1624780800,28.3,0.41,595.0
1624784400,30.3,1.58,744.0
1624788000,31.7,2.66,856.0
1624791600,32.7,2.97,920.0
1624795200,32.4,3.72,929.0
1624798800,32.5,3.89,883.0
1624802400,32.3,3.54,785.0
1624806000,32.2,2.41,651.0
1624809600,31.6,2.62,501.0
1624813200,30.2,2.47,316.0
1624816800,28.2,1.22,142.0
1624820400,27.5,0.50,21.0
1624824000,26.8,0.76,0.0
1624827600,26.3,0.10,0.0
1624831200,24.3,0.72,0.0
1624834800,24.0,0.42,0.0
1624838400,21.1,0.72,0.0
1624842000,20.9,1.02,0.0
1624845600,20.3,1.71,0.0
1624849200,19.7,1.92,0.0
1624852800,19.9,1.71,3.0
1624856400,21.7,1.97,77.0
1624860000,24.9,1.17,231.0
1624863600,28.3,0.22,411.0
1624867200,31.3,1.58,586.0
1624870800,33.6,2.73,728.0
1624874400,34.8,4.41,833.0
1624878000,35.3,6.23,912.0
1624881600,34.1,4.73,927.0
1624885200,34.8,4.84,883.0
1624888800,34.4,4.24,793.0
1624892400,33.9,4.22,660.0
1624896000,33.0,4.18,493.0
1624899600,30.5,4.30,311.0
1624903200,28.0,3.48,139.0
1624906800,25.8,3.54,21.0
1624910400,24.6,3.41,0.0
1624914000,23.7,2.33,0.0
1624917600,23.2,1.50,0.0
1624921200,22.4,1.82,0.0
1624924800,22.1,1.41,0.0
1624928400,21.8,1.70,0.0
1624932000,21.5,1.53,0.0
1624935600,20.5,1.43,0.0
1624939200,20.2,0.89,2.0
1624942800,22.0,1.39,71.0
1624946400,24.6,0.28,213.0
1624950000,27.3,1.32,333.0
1624953600,30.6,1.62,569.0
1624957200,33.6,2.12,715.0
1624960800,33.4,6.64,841.0
1624964400,30.9,6.05,893.0
1624968000,30.6,4.52,888.0
1624971600,32.4,3.63,830.0
1624975200,32.1,4.74,669.0
1624978800,31.6,4.37,643.0
1624982400,30.4,4.34,481.0
1624986000,29.3,4.10,303.0
1624989600,26.2,4.20,130.0
1624993200,24.7,3.13,20.0
1624996800,24.3,1.84,0.0
1625000400,24.0,1.13,0.0
1625004000,23.5,0.98,0.0
1625007600,22.8,1.12,0.0
1625011200,22.4,0.85,0.0
1625014800,21.7,1.10,0.0
1625018400,21.1,0.57,0.0
1625022000,20.2,1.03,0.0
1625025600,20.0,0.82,2.0
1625029200,21.2,1.14,65.0
1625032800,23.4,1.41,216.0
1625036400,25.8,1.42,392.0
1625040000,28.6,0.85,577.0
1625043600,30.9,3.09,721.0
1625047200,31.4,4.92,835.0
1625050800,31.5,5.66,912.0
1625054400,30.2,5.46,924.0
1625058000,30.1,5.11,883.0
1625061600,29.6,5.08,799.0
1625065200,28.6,5.24,665.0
1625068800,27.8,4.17,496.0
1625072400,27.0,3.38,314.0
1625076000,25.9,2.34,140.0
1625079600,24.4,1.65,20.0
1625083200,23.3,2.00,0.0
1625086800,22.3,2.50,0.0
1625090400,21.8,2.62,0.0
1625094000,21.4,2.04,0.0
1625097600,21.2,1.10,0.0
1625101200,21.5,1.36,0.0
1625104800,21.0,1.50,0.0
1625108400,20.3,1.53,0.0
1625112000,19.5,1.49,2.0
1625115600,21.1,1.08,63.0
1625119200,23.0,0.71,190.0
1625122800,24.6,0.78,386.0
1625126400,26.5,0.95,572.0
1625130000,28.3,1.30,740.0
1625133600,29.8,1.14,856.0
1625137200,30.8,2.81,922.0
1625140800,31.1,2.60,901.0
1625144400,31.5,4.27,893.0
1625148000,30.4,5.63,801.0
1625151600,29.9,4.96,664.0
1625155200,28.7,4.67,497.0
1625158800,27.2,4.32,320.0
1625162400,25.7,3.26,143.0
1625166000,23.8,1.98,21.0
1625169600,22.7,2.09,0.0
1625173200,21.7,2.30,0.0
1625176800,21.2,2.12,0.0
1625180400,20.9,1.79,0.0
1625184000,20.6,1.75,0.0
1625187600,20.5,1.84,0.0
1625191200,20.0,1.88,0.0
1625194800,19.3,1.55,0.0
1625198400,18.8,1.30,2.0
1625202000,20.1,1.21,75.0
1625205600,22.3,1.39,231.0
1625209200,24.5,1.42,413.0
1625212800,26.9,1.17,589.0
1625216400,29.0,0.80,739.0
1625220000,30.7,0.42,850.0
1625223600,31.9,1.40,889.0
1625227200,31.4,2.42,864.0
1625230800,30.8,4.21,804.0
1625234400,29.9,4.71,655.0
1625238000,29.9,4.24,581.0
1625241600,29.4,4.74,467.0
1625245200,28.5,4.80,305.0
1625248800,27.1,3.51,139.0
1625252400,25.2,2.59,20.0
1625256000,23.9,2.24,0.0
1625259600,23.1,1.79,0.0
1625263200,22.3,1.56,0.0
1625266800,21.7,1.33,0.0
1625270400,20.1,1.10,0.0
1625274000,19.8,0.85,0.0
1625277600,20.5,0.78,0.0
1625281200,19.0,2.00,0.0
1625284800,19.7,1.92,2.0
1625288400,20.7,2.41,72.0
1625292000,22.5,2.11,226.0
1625295600,24.9,1.97,402.0
1625299200,27.7,1.46,579.0
1625302800,30.0,0.73,728.0
1625306400,31.9,0.81,837.0
1625310000,33.3,2.30,901.0
1625313600,31.3,4.47,918.0
1625317200,31.7,4.02,818.0
1625320800,31.6,3.69,723.0
1625324400,31.2,3.88,644.0
1625328000,30.1,4.30,477.0
1625331600,28.6,4.14,298.0
1625335200,26.8,3.11,135.0
1625338800,25.1,2.20,19.0
1625342400,24.0,1.61,0.0
1625346000,23.3,1.12,0.0
1625349600,22.6,1.63,0.0
1625353200,22.0,1.77,0.0
1625356800,21.5,1.46,0.0
1625360400,21.8,2.47,0.0
1625364000,21.8,2.22,0.0
1625367600,20.9,1.43,0.0
1625371200,21.4,2.21,2.0
1625374800,23.0,2.47,56.0
1625378400,25.2,1.93,190.0
1625382000,27.0,2.31,379.0
1625385600,28.8,2.80,567.0
1625389200,30.3,3.41,716.0
1625392800,31.3,4.72,829.0
1625396400,31.6,5.43,849.0
1625400000,29.9,5.24,840.0
1625403600,30.3,5.41,737.0
1625407200,29.8,5.36,640.0
1625410800,29.3,5.00,509.0
1625414400,28.8,4.59,383.0
1625418000,28.0,4.47,274.0
1625421600,26.8,4.06,134.0
1625425200,25.4,3.07,18.0
1625428800,24.7,2.67,0.0
1625432400,24.0,2.60,0.0
1625436000,23.8,2.51,0.0
1625439600,23.6,1.90,0.0
1625443200,21.6,2.12,0.0
1625446800,21.8,1.25,0.0
1625450400,21.3,1.56,0.0
1625454000,20.5,1.25,0.0
1625457600,19.6,1.39,2.0
1625461200,21.1,1.71,66.0
1625464800,22.7,2.01,222.0
1625468400,24.6,2.60,390.0
1625472000,26.6,3.30,566.0
1625475600,28.7,3.42,728.0
1625479200,30.6,3.10,844.0
1625482800,32.0,2.84,910.0
1625486400,31.1,4.03,921.0
1625490000,30.7,5.30,864.0
1625493600,30.0,6.04,784.0
1625497200,29.7,6.30,650.0
1625500800,29.2,5.70,484.0
1625504400,28.3,4.73,307.0
1625508000,27.2,3.83,137.0
1625511600,25.7,2.50,20.0
1625515200,24.8,1.78,0.0
1625518800,24.0,1.42,0.0
1625522400,23.0,0.45,0.0
1625526000,22.4,0.78,0.0
1625529600,21.9,1.77,0.0
1625533200,22.8,1.66,0.0
1625536800,22.7,2.20,0.0
1625540400,21.9,1.86,0.0
1625544000,21.2,1.64,1.0
1625547600,22.2,2.05,70.0
1625551200,24.2,2.28,223.0
1625554800,26.6,1.49,403.0
1625558400,29.2,0.36,578.0
1625562000,31.4,1.17,729.0
1625565600,32.8,1.49,841.0
1625569200,33.8,2.19,906.0
1625572800,32.9,3.61,919.0
1625576400,33.4,4.05,863.0
1625580000,33.3,3.92,782.0
1625583600,32.6,3.75,651.0
1625587200,31.6,3.89,490.0
1625590800,30.3,2.97,310.0
1625594400,28.9,2.26,138.0
1625598000,27.1,1.91,20.0
1625601600,25.9,0.94,0.0
1625605200,25.1,1.58,0.0
1625608800,23.5,1.08,0.0
1625612400,23.3,1.66,0.0
1625616000,21.6,1.36,0.0
1625619600,21.2,0.54,0.0
1625623200,20.9,0.57,0.0
1625626800,20.2,0.76,0.0
1625630400,20.3,1.40,1.0
1625634000,22.4,1.73,69.0
1625637600,25.5,0.36,224.0
1625641200,28.4,1.30,405.0
1625644800,30.6,2.52,581.0
1625648400,32.1,3.05,732.0
1625652000,33.3,3.00,845.0
1625655600,34.2,3.14,911.0
1625659200,33.2,3.70,923.0
1625662800,31.7,5.50,726.0
1625666400,33.0,3.42,784.0
1625670000,32.7,3.08,654.0
1625673600,32.0,3.05,484.0
1625677200,30.7,2.69,297.0
1625680800,29.1,2.97,133.0
1625684400,26.6,2.16,19.0
1625688000,25.0,1.72,0.0
1625691600,24.3,2.38,0.0
1625695200,24.0,1.32,0.0
1625698800,24.0,0.63,0.0
1625702400,22.2,1.00,0.0
1625706000,22.3,0.81,0.0
1625709600,21.4,2.10,0.0
1625713200,20.9,0.92,0.0
1625716800,21.3,1.03,1.0
1625720400,23.4,1.71,65.0
1625724000,26.0,1.30,181.0
1625727600,27.1,1.65,316.0
1625731200,28.5,0.72,412.0
1625734800,29.9,0.63,392.0
1625738400,32.1,4.40,520.0
1625742000,34.5,1.92,631.0
1625745600,39.2,4.13,761.0
1625749200,30.6,6.24,581.0
1625752800,30.8,6.44,694.0
1625756400,30.4,4.56,552.0
1625760000,29.7,3.31,347.0
1625763600,29.5,2.62,233.0
1625767200,28.7,2.62,89.0
1625770800,26.9,0.73,13.0
1625774400,26.0,2.14,0.0
1625778000,25.4,1.26,0.0
1625781600,24.4,1.44,0.0
1625785200,24.0,1.41,0.0
1625788800,23.9,1.50,0.0
1625792400,23.1,0.86,0.0
1625796000,22.4,0.41,0.0
1625799600,22.4,1.39,0.0
1625803200,22.1,0.70,1.0
1625806800,23.5,1.49,43.0
1625810400,24.7,2.15,147.0
1625814000,26.2,1.75,330.0
1625817600,28.0,1.30,546.0
1625821200,30.5,0.32,708.0
1625824800,32.6,1.22,842.0
1625828400,33.6,3.16,902.0
1625832000,32.3,4.20,933.0
1625835600,33.2,4.32,875.0
1625839200,32.0,4.69,797.0
1625842800,30.6,4.38,672.0
1625846400,29.2,4.37,501.0
1625850000,28.1,3.88,315.0
1625853600,26.6,3.32,139.0
1625857200,24.7,2.84,19.0
1625860800,23.8,2.86,0.0
1625864400,23.3,1.84,0.0
1625868000,22.8,1.81,0.0
1625871600,22.4,1.61,0.0
1625875200,21.4,1.26,0.0
1625878800,21.3,1.53,0.0
1625882400,20.8,1.21,0.0
1625886000,19.9,0.98,0.0
1625889600,19.8,1.64,1.0
1625893200,21.1,2.05,66.0
1625896800,23.2,1.86,219.0
1625900400,25.7,1.66,400.0
1625904000,28.0,0.92,574.0
1625907600,30.1,1.14,725.0
1625911200,31.5,1.70,827.0
1625914800,32.2,2.52,860.0
1625918400,32.1,3.14,744.0
1625922000,31.3,5.41,780.0
1625925600,31.3,4.85,788.0
1625929200,30.8,5.11,643.0
1625932800,29.5,5.22,490.0
1625936400,29.0,4.22,305.0
1625940000,27.7,3.18,136.0
1625943600,26.0,2.66,18.0
1625947200,24.9,2.22,0.0
1625950800,24.1,2.25,0.0
1625954400,23.3,2.24,0.0
1625958000,22.4,1.65,0.0
1625961600,21.1,1.46,0.0
1625965200,21.4,0.36,0.0
1625968800,21.6,0.54,0.0
1625972400,20.5,1.36,0.0
1625976000,19.3,1.90,1.0
1625979600,21.3,1.99,65.0
1625983200,23.5,1.84,221.0
1625986800,25.8,1.70,404.0
1625990400,28.3,1.32,581.0
1625994000,30.4,1.08,734.0
1625997600,32.3,1.53,849.0
1626001200,32.9,3.42,916.0
1626004800,32.7,3.83,928.0
1626008400,32.1,5.55,889.0
1626012000,31.0,5.72,795.0
1626015600,30.3,4.84,661.0
1626019200,29.1,4.48,495.0
1626022800,27.0,3.76,312.0
1626026400,25.5,2.50,137.0
1626030000,24.3,2.62,18.0
1626033600,23.9,1.98,0.0
1626037200,23.2,1.03,0.0
1626040800,22.8,0.54,0.0
1626044400,21.9,1.17,0.0
1626048000,20.6,0.86,0.0
1626051600,20.4,1.40,0.0
1626055200,19.7,1.10,0.0
1626058800,19.5,0.89,0.0
1626062400,19.2,0.76,1.0
1626066000,20.3,1.28,64.0
1626069600,22.7,1.06,219.0
1626073200,25.5,0.82,401.0
1626076800,28.5,1.20,577.0
1626080400,30.8,3.09,730.0
1626084000,32.2,3.40,842.0
1626087600,33.5,3.67,907.0
1626091200,32.9,4.29,919.0
1626094800,32.4,5.20,876.0
1626098400,31.8,5.57,785.0
1626102000,31.5,5.01,640.0
1626105600,30.4,4.44,485.0
1626109200,29.6,4.11,305.0
1626112800,28.2,3.41,134.0
1626116400,26.4,2.35,17.0
1626120000,25.3,2.58,0.0
1626123600,24.7,3.11,0.0
1626127200,24.4,2.79,0.0
1626130800,24.3,4.02,0.0
1626134400,25.0,3.75,0.0
1626138000,25.3,3.26,0.0
1626141600,25.2,4.33,0.0
1626145200,25.4,3.40,0.0
1626148800,25.0,3.80,1.0
1626152400,26.5,5.30,59.0
1626156000,28.1,6.30,162.0
1626159600,30.1,6.41,267.0
1626163200,31.8,6.99,514.0
1626166800,30.8,8.73,506.0
1626170400,31.3,8.13,534.0
1626174000,30.8,8.48,577.0
1626177600,30.2,8.32,661.0
1626181200,30.8,7.22,519.0
1626184800,30.3,6.85,464.0
1626188400,29.8,7.40,394.0
1626192000,28.2,6.73,273.0
1626195600,24.7,3.83,153.0
1626199200,25.2,3.35,96.0
1626202800,24.4,3.75,12.0
1626206400,23.7,4.61,0.0
1626210000,22.8,3.02,0.0
1626213600,22.3,2.45,0.0
1626217200,21.3,2.55,0.0
1626220800,21.8,2.33,0.0
1626224400,21.0,2.43,0.0
1626228000,20.4,2.44,0.0
1626231600,19.9,2.55,0.0
1626235200,19.8,2.78,0.0
1626238800,21.2,2.88,57.0
1626242400,23.5,2.72,194.0
1626246000,25.0,3.44,367.0
1626249600,25.9,4.40,495.0
1626253200,25.9,4.39,555.0
1626256800,27.2,4.81,787.0
1626260400,27.6,5.49,863.0
1626264000,25.0,5.80,788.0
1626267600,26.1,5.38,687.0
1626271200,26.3,5.02,688.0
1626274800,26.0,3.80,524.0
1626278400,26.1,3.76,406.0
1626282000,25.5,3.79,269.0
1626285600,24.2,4.22,111.0
1626289200,22.7,3.55,16.0
1626292800,21.9,2.61,0.0
1626296400,21.4,2.24,0.0
1626300000,20.7,2.31,0.0
1626303600,20.3,2.00,0.0
1626307200,18.8,1.25,0.0
1626310800,18.7,2.22,0.0
1626314400,18.7,2.28,0.0
1626318000,18.8,1.92,0.0
1626321600,18.8,2.06,0.0
1626325200,20.0,1.61,46.0
1626328800,21.9,1.68,173.0
1626332400,23.5,0.85,382.0
1626336000,25.0,0.91,553.0
1626339600,26.7,2.69,711.0
1626343200,27.5,3.98,812.0
1626346800,27.9,5.30,860.0
1626350400,25.8,5.17,647.0
