location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Wind Speed,Wind Direction,Shortwave Radiation
unit,°C,km/h,°,W/m²
level,2 m elevation corrected,10 m,10 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Shortwave Radiation
20210513T2100,10.710245,4.3349743,175.23636,0.0
20210513T2200,8.330246,4.452954,165.96376,0.0
20210513T2300,7.3502455,4.802999,167.00539,0.0
20210514T0000,6.480245,4.73506,171.25385,0.0
20210514T0100,5.9902453,5.0911684,171.8699,0.0
20210514T0200,5.210245,4.452954,165.96376,0.0
20210514T0300,5.420245,3.4152596,161.56505,0.0
20210514T0400,5.2602453,3.319036,167.47119,0.0
20210514T0500,6.3402452,4.379589,170.53767,38.0
20210514T0600,8.750245,4.6938252,175.60129,167.0
20210514T0700,11.120245,4.379589,189.46233,306.0
20210514T0800,12.980246,4.6102495,218.65982,458.0
20210514T0900,14.670245,4.829907,243.43495,651.0
20210514T1000,15.700245,2.7416782,203.1986,719.0
20210514T1100,16.010246,3.8268526,228.81409,809.0
20210514T1200,16.280245,8.12197,257.19574,664.0
20210514T1300,15.640245,12.496719,258.36636,546.0
20210514T1400,15.150246,12.783802,260.27243,510.0
20210514T1500,14.450245,10.308831,257.90524,312.0
20210514T1600,13.950245,10.829958,248.55226,296.0
20210514T1700,13.970245,11.592895,244.23068,237.0
20210514T1800,13.270246,9.83268,246.2505,124.0
20210514T1900,11.920245,9.0,233.1301,24.0
20210514T2000,11.020246,8.654987,225.0,0.0
20210514T2100,10.570246,7.7879906,213.69006,0.0
20210514T2200,9.650246,4.68,180.0,0.0
20210514T2300,9.300245,6.87779,173.991,0.0
20210515T0000,9.330245,7.208994,182.86241,0.0
20210515T0100,8.490246,7.928178,182.60257,0.0
20210515T0200,8.3102455,6.4799995,180.0,0.0
20210515T0300,8.450246,6.4799995,180.0,0.0
20210515T0400,8.870245,6.130579,176.63354,0.0
20210515T0500,9.140245,5.937272,165.96376,34.0
20210515T0600,10.220245,6.379216,163.61046,133.0
20210515T0700,10.900246,7.208994,177.13759,189.0
20210515T0800,12.100245,7.6367526,188.1301,366.0
20210515T0900,12.940246,9.565437,199.79887,437.0
20210515T1000,13.960245,10.587918,234.68878,495.0
20210515T1100,14.340245,15.03835,222.08917,594.0
20210515T1200,13.860246,19.681828,219.80557,438.0
20210515T1300,13.760245,17.477621,212.38068,517.0
20210515T1400,12.260245,16.645864,201.5713,304.0
20210515T1500,11.210245,16.62249,197.65013,167.0
20210515T1600,10.550245,15.459054,207.75854,56.0
20210515T1700,10.500245,13.779114,213.27489,31.0
20210515T1800,10.430245,13.246826,227.2026,17.0
20210515T1900,10.110246,13.608762,232.52382,6.0
20210515T2000,9.760245,11.709688,225.0,0.0
20210515T2100,9.430245,11.090103,215.75389,0.0
20210515T2200,8.670245,10.239453,190.12466,0.0
20210515T2300,8.730246,11.183201,183.69139,0.0
20210516T0000,8.830245,9.36,180.0,0.0
20210516T0100,8.840245,8.647496,182.38594,0.0
20210516T0200,8.800245,9.028754,184.57391,0.0
20210516T0300,8.920245,9.114471,189.09027,0.0
20210516T0400,9.030245,9.605998,192.99461,0.0
20210516T0500,9.410245,9.6932955,195.0685,34.0
20210516T0600,10.480246,9.693296,201.8014,125.0
20210516T0700,11.510245,13.746156,225.0,289.0
20210516T0800,12.980246,12.768586,220.42609,456.0
20210516T0900,13.870245,12.229406,222.61406,529.0
20210516T1000,14.830245,7.8954163,226.84761,572.0
20210516T1100,14.610246,6.8777895,222.8789,514.0
20210516T1200,14.160245,7.5942073,185.44034,481.0
20210516T1300,13.550245,9.779817,173.6598,571.0
20210516T1400,12.790245,12.0694,197.35403,232.0
20210516T1500,13.120245,13.849476,188.97263,245.0
20210516T1600,13.220245,12.979984,199.44003,98.0
20210516T1700,12.830245,7.7043357,217.40535,98.0
20210516T1800,12.260245,7.9036193,210.06859,114.0
20210516T1900,11.780245,9.021574,208.61046,18.0
20210516T2000,11.600245,10.883676,235.7843,0.0
20210516T2100,11.460245,12.7279215,241.26021,0.0
20210516T2200,10.610246,11.457958,223.72697,0.0
20210516T2300,10.270246,13.493999,226.08093,0.0
20210517T0000,9.990245,14.76439,225.0,0.0
20210517T0100,9.970245,16.548256,224.11859,0.0
20210517T0200,9.760245,15.273505,225.0,0.0
20210517T0300,9.980246,15.273505,225.0,0.0
20210517T0400,9.790245,16.299694,226.78992,0.0
20210517T0500,9.760245,17.10284,229.2679,13.0
20210517T0600,9.880245,17.84816,228.2705,62.0
20210517T0700,10.490245,19.95972,230.85602,218.0
20210517T0800,10.900246,22.682856,234.03949,148.0
20210517T0900,11.5602455,21.485697,238.70697,259.0
20210517T1000,12.270246,20.898613,227.79271,232.0
20210517T1100,13.100245,19.35314,223.49257,428.0
20210517T1200,13.610246,21.986542,230.31454,420.0
20210517T1300,13.710245,17.826363,226.63658,564.0
20210517T1400,11.880245,21.178896,238.20108,437.0
20210517T1500,12.620245,14.003028,223.95837,271.0
20210517T1600,13.490245,16.904673,243.43495,288.0
20210517T1700,13.3102455,17.373497,235.98065,226.0
20210517T1800,12.110246,15.349684,230.7106,120.0
20210517T1900,11.480246,13.237038,225.0,24.0
20210517T2000,10.910245,12.984975,223.87671,0.0
20210517T2100,10.370245,13.246826,227.2026,0.0
20210517T2200,10.050245,12.783802,212.34744,0.0
20210517T2300,10.040245,13.979872,214.50853,0.0
20210518T0000,9.920245,13.830749,218.65982,0.0
20210518T0100,9.780245,12.819235,218.15723,0.0
20210518T0200,9.920245,12.538134,219.17366,0.0
20210518T0300,9.950245,13.004922,221.63354,0.0
20210518T0400,9.970245,14.529915,228.01279,0.0
20210518T0500,9.970245,14.565548,230.01312,19.0
20210518T0600,10.000245,17.414474,240.25513,50.0
20210518T0700,10.650246,13.891522,238.7816,87.0
20210518T0800,11.250245,14.20062,239.53445,131.0
20210518T0900,11.910245,13.049689,245.55606,216.0
20210518T1000,12.640245,12.397806,244.17902,445.0
20210518T1100,13.520246,9.693296,248.1986,569.0
20210518T1200,13.890245,12.303366,249.44395,607.0
20210518T1300,14.860246,10.308831,257.90524,644.0
20210518T1400,15.380245,9.007196,272.29062,608.0
20210518T1500,16.080246,7.42159,292.83368,352.0
20210518T1600,15.3102455,7.9036193,300.0686,240.0
20210518T1700,14.950245,8.311245,265.03027,221.0
20210518T1800,13.770246,8.759178,279.46234,104.0
20210518T1900,12.320246,6.725354,285.5241,18.0
20210518T2000,11.110246,4.452954,255.96376,0.0
20210518T2100,10.790245,4.6938257,237.52881,0.0
20210518T2200,9.450245,4.8433046,221.98721,0.0
20210518T2300,9.270246,6.1305785,229.76364,0.0
20210519T0000,9.000245,5.6233797,230.19443,0.0
20210519T0100,8.570246,6.1305785,220.23636,0.0
20210519T0200,8.350245,6.696387,216.25385,0.0
20210519T0300,8.270246,6.439876,206.56505,0.0
20210519T0400,8.150246,7.289444,200.22485,0.0
20210519T0500,8.750245,7.968939,198.43495,38.0
20210519T0600,9.570246,7.386582,223.02507,151.0
20210519T0700,10.480246,8.699793,245.55606,302.0
20210519T0800,11.570246,8.311245,252.34988,409.0
20210519T0900,11.960245,7.771331,256.6075,470.0
20210519T1000,12.230246,7.5942082,238.57043,615.0
20210519T1100,12.770246,10.990322,238.3925,577.0
20210519T1200,12.640245,11.298495,239.34933,574.0
20210519T1300,12.720245,9.028754,246.50143,609.0
20210519T1400,12.320246,7.5685663,267.27368,491.0
20210519T1500,12.220245,12.6462,265.10092,490.0
20210519T1600,11.660245,13.358861,255.96376,326.0
20210519T1700,11.040245,7.7879906,236.30994,230.0
20210519T1800,10.980246,5.8603754,227.48956,91.0
20210519T1900,10.140245,5.315336,208.30077,31.0
20210519T2000,9.160245,7.7043357,217.40535,0.0
20210519T2100,8.930245,8.654987,225.0,0.0
20210519T2200,8.790245,7.653705,221.18593,0.0
20210519T2300,8.780245,7.145796,229.08562,0.0
20210520T0000,8.930245,7.386582,226.97495,0.0
20210520T0100,8.960245,8.14587,225.0,0.0
20210520T0200,8.790245,9.085988,236.30994,0.0
20210520T0300,8.770246,9.178235,244.44003,0.0
20210520T0400,9.150246,7.8954163,245.77226,0.0
20210520T0500,9.250245,9.449572,252.25534,25.0
20210520T0600,9.330245,9.779817,263.65982,74.0
20210520T0700,10.020246,8.049845,259.69516,250.0
20210520T0800,10.800245,7.69592,259.2157,364.0
20210520T0900,11.730246,7.5170207,253.30075,533.0
20210520T1000,12.850245,11.609651,240.25513,587.0
20210520T1100,13.530245,12.413477,240.46121,577.0
20210520T1200,14.460245,12.074766,243.43495,608.0
20210520T1300,15.380245,11.440979,245.85446,612.0
20210520T1400,16.300245,9.826088,241.55707,547.0
20210520T1500,16.790245,9.178235,228.17984,471.0
20210520T1600,16.560246,8.913181,226.63658,283.0
20210520T1700,15.960245,6.193674,234.46233,233.0
20210520T1800,14.610246,1.0182338,225.0,106.0
20210520T1900,14.280245,2.52,180.0,35.0
20210520T2000,12.840245,4.5536795,161.56505,0.0
20210520T2100,10.460245,4.896529,162.89728,0.0
20210520T2200,10.0602455,5.0911684,171.8699,0.0
20210520T2300,9.760245,7.2805495,171.46924,0.0
20210521T0000,9.360246,7.8625183,164.0546,0.0
20210521T0100,9.200245,7.754637,158.1986,0.0
20210521T0200,9.550245,8.089993,159.14554,0.0
20210521T0300,10.030245,8.654986,163.07248,0.0
20210521T0400,11.010245,8.905908,165.96376,0.0
20210521T0500,11.770246,9.47012,171.25385,23.0
20210521T0600,12.990245,11.183201,176.30861,64.0
20210521T0700,13.770246,12.245294,181.68468,251.0
20210521T0800,13.610246,14.021525,209.19748,162.0
20210521T0900,13.390245,19.373219,228.01279,155.0
20210521T1000,13.5602455,17.84816,228.2705,201.0
20210521T1100,13.030245,19.164717,241.99083,200.0
20210521T1200,12.960245,12.475961,226.16914,242.0
20210521T1300,12.800245,12.620554,183.2705,205.0
20210521T1400,11.860246,21.26744,177.08916,158.0
20210521T1500,11.350245,18.175545,187.9696,148.0
20210521T1600,11.5602455,16.08761,220.46222,191.0
20210521T1700,11.670245,16.418526,217.87498,164.0
20210521T1800,11.110246,15.175612,202.30621,70.0
20210521T1900,10.620245,15.517629,176.0091,12.0
20210521T2000,10.210245,14.05845,166.67548,0.0
20210521T2100,9.550245,12.849528,168.69006,0.0
20210521T2200,9.300245,13.684735,181.50743,0.0
20210521T2300,9.330245,11.5199995,180.0,0.0
20210522T0000,9.260245,11.5199995,180.0,0.0
20210522T0100,9.330245,11.165805,178.15239,0.0
20210522T0200,9.420245,11.841756,199.53665,0.0
20210522T0300,9.180245,13.392774,216.25385,0.0
20210522T0400,9.550245,13.246826,222.7974,1.0
20210522T0500,9.500245,13.493999,226.08093,44.0
20210522T0600,10.580245,12.984975,226.1233,157.0
20210522T0700,11.380245,15.9134655,232.35239,335.0
20210522T0800,12.440246,21.261345,241.69925,467.0
20210522T0900,13.600245,21.2522,243.869,543.0
20210522T1000,14.550245,16.610792,240.1011,630.0
20210522T1100,15.370245,17.57744,235.00798,734.0
20210522T1200,16.020247,16.87398,236.30994,733.0
20210522T1300,16.720245,15.315873,240.42216,733.0
20210522T1400,17.100245,15.978484,247.47943,711.0
20210522T1500,17.730246,14.799459,251.56506,634.0
20210522T1600,17.760244,12.864649,252.07208,476.0
20210522T1700,16.890245,12.849528,281.30994,250.0
20210522T1800,15.550245,11.609651,299.74487,123.0
20210522T1900,13.780245,5.1544156,282.09476,41.0
20210522T2000,12.740245,5.634891,243.43495,0.0
20210522T2100,11.860246,6.618519,225.0,0.0
20210522T2200,11.030245,8.669949,228.36647,0.0
20210522T2300,10.520246,10.009036,232.30576,0.0
20210523T0000,10.070246,10.739832,219.55966,0.0
20210523T0100,9.690246,11.525623,218.65982,0.0
20210523T0200,9.3102455,10.44,223.60281,0.0
20210523T0300,9.070246,10.195057,227.86241,0.0
20210523T0400,8.980246,10.799999,233.1301,0.0
20210523T0500,9.300245,11.983188,237.26477,32.0
20210523T0600,10.080245,13.70839,240.0685,149.0
20210523T0700,10.990245,16.1198,246.29736,258.0
20210523T0800,11.770246,15.646544,246.97452,413.0
20210523T0900,12.450245,14.973577,242.8189,604.0
20210523T1000,13.690246,15.408671,232.59465,712.0
20210523T1100,14.570246,15.876775,237.0306,667.0
20210523T1200,15.380245,14.693999,239.03625,672.0
20210523T1300,15.950245,12.979984,236.30994,543.0
20210523T1400,16.260246,11.119281,240.9454,450.0
20210523T1500,16.460245,10.144082,242.52557,460.0
20210523T1600,16.760244,5.8048253,262.875,446.0
20210523T1700,16.340246,3.0758414,290.55603,333.0
20210523T1800,15.330245,1.2979984,303.69006,192.0
20210523T1900,14.680245,2.1897945,350.5377,50.0
20210523T2000,12.210245,0.8049845,26.565033,0.0
20210523T2100,10.950245,1.1384199,108.434944,0.0
20210523T2200,9.270246,3.7585104,163.30075,0.0
20210523T2300,8.3102455,4.379589,170.53767,0.0
20210524T0000,7.630245,4.3349743,138.36646,0.0
20210524T0100,7.020245,3.4152596,108.434944,0.0
20210524T0200,6.440245,2.6208394,164.0546,0.0
20210524T0300,6.540245,3.219938,153.43495,0.0
20210524T0400,6.5802455,4.2136917,160.01689,1.0
20210524T0500,7.540245,5.4833565,156.8014,57.0
20210524T0600,9.040245,5.315336,151.69923,151.0
20210524T0700,10.880245,5.0142193,158.9625,244.0
20210524T0800,12.640245,5.2416787,164.0546,265.0
20210524T0900,14.0602455,6.830519,161.56505,387.0
20210524T1000,15.300245,7.771331,166.6075,549.0
20210524T1100,16.760244,13.049689,204.44395,620.0
20210524T1200,17.410246,17.148247,219.03552,593.0
20210524T1300,17.890245,15.580141,229.68591,441.0
20210524T1400,18.360245,14.986553,245.89777,402.0
20210524T1500,17.000246,15.815435,258.17853,328.0
20210524T1600,15.640245,10.390226,255.96376,281.0
20210524T1700,14.730246,5.8603754,190.61966,99.0
20210524T1800,14.3102455,9.686609,221.98721,54.0
20210524T1900,13.350245,15.1884165,238.57043,43.0
20210524T2000,11.610246,14.973577,242.8189,0.0
20210524T2100,10.640245,13.089354,238.49574,0.0
20210524T2200,10.000245,8.049845,206.56505,0.0
20210524T2300,9.390245,12.229406,222.61406,0.0
20210525T0000,9.250245,12.819235,231.84277,0.0
20210525T0100,8.920245,13.608762,232.52382,0.0
20210525T0200,8.690246,13.830749,231.3402,0.0
20210525T0300,8.800245,15.349684,230.7106,0.0
20210525T0400,8.820246,16.29174,225.0,1.0
20210525T0500,8.730246,17.581125,227.48956,58.0
20210525T0600,9.220245,18.079027,234.72757,158.0
20210525T0700,10.280245,23.83624,244.98311,280.0
20210525T0800,11.320246,23.933907,248.83875,449.0
20210525T0900,12.130245,23.806318,249.64677,586.0
20210525T1000,13.300245,20.523157,248.38522,672.0
20210525T1100,13.870245,20.00512,239.74356,777.0
20210525T1200,14.340245,21.897945,242.59244,725.0
20210525T1300,15.450245,20.12461,243.43495,751.0
20210525T1400,15.790245,19.803272,242.96915,674.0
20210525T1500,15.980246,19.191748,246.8014,498.0
20210525T1600,15.820246,18.792551,249.82935,409.0
20210525T1700,15.420245,15.484185,252.40758,236.0
20210525T1800,14.530245,12.522619,251.56506,136.0
20210525T1900,12.680245,8.891343,238.24052,41.0
20210525T2000,10.660245,7.8954163,223.15239,0.0
20210525T2100,10.480246,9.021574,208.61046,0.0
20210525T2200,10.180245,8.587338,213.02386,0.0
20210525T2300,10.450245,7.771331,193.3925,0.0
20210526T0000,10.670245,7.928178,182.60257,0.0
20210526T0100,10.630245,7.2805495,188.53076,0.0
20210526T0200,10.510245,7.5942073,185.44034,0.0
20210526T0300,11.030245,7.2359104,185.71059,0.0
20210526T0400,11.680245,8.350138,187.43141,1.0
20210526T0500,11.770246,11.503113,200.1363,28.0
20210526T0600,12.100245,14.291592,220.91438,72.0
20210526T0700,12.400246,15.349684,230.7106,59.0
20210526T0800,13.220245,15.683774,238.13402,98.0
20210526T0900,13.420245,17.238699,241.29405,168.0
20210526T1000,12.980246,14.05845,230.19443,252.0
20210526T1100,12.820246,14.05845,230.19443,195.0
20210526T1200,13.030245,13.004922,228.36647,189.0
20210526T1300,13.570246,16.375053,236.6593,198.0
20210526T1400,13.750245,17.388409,242.90445,142.0
20210526T1500,13.580245,15.509274,248.1986,92.0
20210526T1600,13.710245,10.365251,249.67686,69.0
20210526T1700,13.820246,7.628263,250.70996,39.0
20210526T1800,13.460245,6.9899354,258.11133,34.0
20210526T1900,13.160245,7.5599995,270.0,6.0
20210526T2000,12.750245,5.7599998,270.0,0.0
20210526T2100,12.450245,3.7585104,253.30075,0.0
20210526T2200,11.590245,3.0758414,249.44395,0.0
20210526T2300,11.450245,3.396233,237.99463,0.0
20210527T0000,11.150246,3.6,216.8699,0.0
20210527T0100,10.820246,3.563818,225.0,0.0
20210527T0200,10.550245,2.5959969,236.30994,0.0
20210527T0300,10.430245,1.9386592,201.8014,0.0
20210527T0400,10.380245,0.5091169,225.0,1.0
20210527T0500,10.320246,1.2979984,33.690063,17.0
20210527T0600,10.550245,2.8116899,39.805573,49.0
20210527T0700,10.720245,0.5091169,44.999985,104.0
20210527T0800,10.920245,1.1384199,161.56505,185.0
20210527T0900,11.210245,2.8116899,219.80557,432.0
20210527T1000,12.590245,3.8268526,318.8141,645.0
20210527T1100,13.200245,3.8268526,311.1859,547.0
20210527T1200,14.570246,4.379589,279.46234,579.0
20210527T1300,15.760245,5.506941,281.30994,546.0
20210527T1400,16.450245,6.9527545,291.2505,387.0
20210527T1500,17.290245,5.6233797,309.80557,373.0
20210527T1600,17.460245,5.4833565,336.8014,356.0
20210527T1700,17.590246,5.4119864,356.18594,281.0
20210527T1800,16.590246,3.319036,40.601288,179.0
20210527T1900,14.940246,4.802999,77.00538,57.0
20210527T2000,12.900246,4.68,89.99999,1.0
20210527T2100,10.820246,3.2599385,96.34019,0.0
20210527T2200,9.260245,5.0911684,81.869896,0.0
20210527T2300,7.6402454,4.6938252,85.60129,0.0
20210528T0000,6.690245,3.7585104,106.69924,0.0
20210528T0100,6.020245,3.8268526,131.18591,0.0
20210528T0200,5.5602455,3.8268526,131.18591,0.0
20210528T0300,5.110245,2.8116899,129.80557,0.0
20210528T0400,5.040245,2.0991426,120.96376,2.0
20210528T0500,7.2402453,1.609969,116.56505,70.0
20210528T0600,10.570246,1.5273507,44.999985,214.0
20210528T0700,12.770246,4.3498964,24.443954,377.0
20210528T0800,14.940246,6.12,28.07248,523.0
20210528T0900,16.490246,7.2,36.86989,668.0
20210528T1000,17.480246,6.792466,32.005356,743.0
20210528T1100,18.530245,7.289445,32.905228,823.0
20210528T1200,19.250246,8.534353,27.645966,867.0
20210528T1300,19.760244,10.30883,24.775131,867.0
20210528T1400,20.210245,10.163227,22.932098,811.0
20210528T1500,20.370245,10.703569,19.653809,692.0
20210528T1600,20.050245,12.074766,10.30484,530.0
20210528T1700,19.240246,11.525623,1.7899017,364.0
20210528T1800,18.000246,11.165805,358.1524,194.0
20210528T1900,15.980246,9.0,360.0,57.0
20210528T2000,14.160245,6.87779,6.0090027,1.0
20210528T2100,12.730246,7.69592,10.7842865,0.0
20210528T2200,12.170245,8.311245,17.650116,0.0
20210528T2300,11.520246,7.42159,50.906143,0.0
20210529T0000,11.240245,6.12,61.927513,0.0
20210529T0100,10.670245,5.8048253,60.25511,0.0
20210529T0200,10.020246,4.510787,61.38954,0.0
20210529T0300,9.760245,4.6800003,67.380135,0.0
20210529T0400,10.490245,4.5536795,71.56504,2.0
20210529T0500,11.450245,4.8965297,53.97262,54.0
20210529T0600,12.740245,5.315336,28.30075,180.0
20210529T0700,14.390245,7.42159,39.09384,379.0
20210529T0800,15.920245,8.78872,55.007973,521.0
20210529T0900,17.410246,9.885262,56.88865,687.0
20210529T1000,18.670246,11.246759,39.805573,806.0
20210529T1100,19.640245,12.496718,41.49646,830.0
20210529T1200,20.480246,13.104198,37.184692,837.0
20210529T1300,21.000246,12.682018,34.59227,732.0
20210529T1400,21.090246,11.435313,28.178574,612.0
20210529T1500,21.220245,11.503113,20.136307,590.0
20210529T1600,20.730246,11.792404,12.339081,428.0
20210529T1700,20.130245,11.966953,6.9112244,322.0
20210529T1800,18.840246,11.609651,7.125,183.0
20210529T1900,16.820246,10.239453,10.124664,61.0
20210529T2000,14.710245,9.0,16.260193,1.0
20210529T2100,12.890245,7.5685663,25.34616,0.0
20210529T2200,11.330245,7.491114,35.217575,0.0
20210529T2300,10.440246,7.7043357,52.594643,0.0
20210530T0000,9.280245,7.729527,62.241455,0.0
20210530T0100,8.600245,6.28713,66.37062,0.0
20210530T0200,8.100245,5.4833565,66.8014,0.0
20210530T0300,7.690245,5.4833565,66.8014,0.0
20210530T0400,7.750245,5.1919937,56.30993,2.0
20210530T0500,9.950245,6.193674,54.46232,71.0
20210530T0600,12.500245,5.8603754,42.510437,218.0
20210530T0700,14.820246,7.491114,35.217575,386.0
20210530T0800,16.750246,10.195057,42.137573,558.0
20210530T0900,18.400246,13.044722,50.599335,707.0
20210530T1000,19.480246,12.387348,35.53766,817.0
20210530T1100,20.400246,14.799459,48.945175,888.0
20210530T1200,21.190245,15.696165,53.392914,920.0
20210530T1300,21.720245,16.279802,54.904182,896.0
20210530T1400,22.010244,16.87398,56.30993,823.0
20210530T1500,22.030245,16.299694,59.4703,694.0
20210530T1600,21.870245,14.8257065,60.945396,543.0
20210530T1700,21.130245,11.983188,57.26477,371.0
20210530T1800,19.820246,9.178235,48.179825,202.0
20210530T1900,16.770245,9.422101,46.54814,62.0
20210530T2000,14.450245,8.913181,46.636566,1.0
20210530T2100,13.200245,8.669949,48.366455,0.0
20210530T2200,11.790245,9.387651,32.47119,0.0
20210530T2300,10.510245,8.161764,41.42366,0.0
20210531T0000,9.420245,7.7043357,52.594643,0.0
20210531T0100,8.350245,6.763786,64.79888,0.0
20210531T0200,7.630245,6.28713,66.37062,0.0
20210531T0300,7.150245,5.95906,64.98311,0.0
20210531T0400,7.1002455,5.4833565,66.8014,3.0
20210531T0500,9.300245,4.510787,61.38954,74.0
20210531T0600,12.120245,4.0249224,63.43495,221.0
20210531T0700,14.270246,5.00128,59.74356,394.0
20210531T0800,16.240246,6.28713,66.37062,565.0
20210531T0900,17.920246,7.968939,71.56504,715.0
20210531T1000,19.480246,8.404285,43.264297,830.0
20210531T1100,20.600245,9.290511,54.46232,900.0
20210531T1200,21.560246,8.891343,58.24051,923.0
20210531T1300,22.380245,7.9932966,54.16234,893.0
20210531T1400,23.020245,7.2,53.130096,812.0
20210531T1500,23.300245,6.638072,49.398697,692.0
20210531T1600,23.390245,6.638072,40.601288,534.0
20210531T1700,22.980246,7.0911775,23.962494,346.0
20210531T1800,21.580246,6.28713,23.629364,199.0
20210531T1900,17.850245,7.145796,40.914368,58.0
20210531T2000,15.330245,8.217153,61.18921,1.0
20210531T2100,13.970245,6.9527545,68.7495,0.0
20210531T2200,13.020246,6.763786,64.79888,0.0
20210531T2300,12.090245,6.725354,74.47588,0.0
20210601T0000,11.210245,6.4799995,89.99999,0.0
20210601T0100,10.380245,5.1544156,102.09476,0.0
20210601T0200,9.730246,4.452954,104.03624,0.0
20210601T0300,9.240245,4.2136917,109.9831,0.0
20210601T0400,9.030245,4.3498964,114.44395,3.0
20210601T0500,11.160245,5.0142193,111.03751,70.0
20210601T0600,13.620245,5.3517847,109.653824,203.0
20210601T0700,15.960245,5.2416787,105.9454,384.0
20210601T0800,17.710245,5.0911684,98.1301,529.0
20210601T0900,19.530245,5.3999996,89.99999,695.0
20210601T1000,21.410246,6.9527545,68.7495,804.0
20210601T1100,23.000246,7.8625183,74.054596,885.0
20210601T1200,24.150246,7.5170207,73.30075,910.0
20210601T1300,25.210245,6.489992,70.55996,865.0
20210601T1400,25.710245,5.692099,55.304832,756.0
20210601T1500,26.060246,6.3690495,42.70938,666.0
20210601T1600,26.070246,7.145796,40.914368,525.0
20210601T1700,25.580246,6.297428,30.963745,369.0
20210601T1800,24.070246,5.0142193,21.037506,200.0
20210601T1900,21.920246,7.491114,35.217575,63.0
20210601T2000,18.320246,7.5685663,64.65382,2.0
20210601T2100,15.550245,5.937272,75.96376,0.0
20210601T2200,14.160245,5.5887027,75.06858,0.0
20210601T2300,13.640245,4.6800003,112.61986,0.0
20210602T0000,13.250245,5.0911684,135.0,0.0
20210602T0100,13.080245,4.0249224,153.43495,0.0
20210602T0200,12.580245,3.096837,144.46231,0.0
20210602T0300,11.700245,3.319036,130.60129,0.0
20210602T0400,11.660245,3.6,126.869896,3.0
20210602T0500,13.540245,4.5820518,135.0,69.0
20210602T0600,16.100246,3.8773184,158.1986,185.0
20210602T0700,18.430244,3.6179552,174.28941,324.0
20210602T0800,20.380245,3.396233,212.00539,430.0
20210602T0900,21.920246,4.0249224,243.43495,528.0
20210602T1000,23.110245,4.6938257,237.52881,710.0
20210602T1100,24.290245,3.2599385,276.34018,716.0
20210602T1200,25.120245,4.2136917,199.98311,784.0
20210602T1300,25.380245,7.289444,200.22485,796.0
20210602T1400,25.310246,9.290511,215.53769,671.0
20210602T1500,25.010244,12.031756,218.92755,516.0
20210602T1600,23.990246,8.209263,232.12502,417.0
20210602T1700,21.960245,4.8433046,221.98721,282.0
20210602T1800,20.730246,4.0249224,206.56505,156.0
20210602T1900,19.590246,6.28713,203.62938,41.0
20210602T2000,18.410246,7.10031,210.46555,1.0
20210602T2100,18.130245,7.289445,212.90524,0.0
20210602T2200,17.770245,6.489992,199.44003,0.0
20210602T2300,17.230246,6.4799995,180.0,0.0
20210603T0000,17.050245,5.0528407,184.08562,0.0
20210603T0100,16.870245,4.3349743,175.23636,0.0
20210603T0200,16.670246,4.0249224,153.43495,0.0
20210603T0300,16.500246,4.6102495,141.34018,0.0
20210603T0400,16.350246,4.6102495,141.34018,2.0
20210603T0500,16.660246,4.8433046,131.98721,50.0
20210603T0600,18.100245,4.3349743,138.36646,152.0
20210603T0700,19.240246,4.6102495,141.34018,165.0
20210603T0800,20.600245,4.8965297,143.97263,334.0
20210603T0900,22.080246,5.8603754,169.38034,611.0
20210603T1000,23.200245,5.0142193,201.0375,677.0
20210603T1100,24.150246,4.379589,189.46233,763.0
20210603T1200,25.140245,3.9763298,185.19443,792.0
20210603T1300,25.900246,3.6179552,174.28941,782.0
20210603T1400,26.470245,3.6179552,174.28941,606.0
20210603T1500,26.710245,3.2399998,180.0,554.0
20210603T1600,26.570246,1.835647,191.30994,404.0
20210603T1700,26.220245,1.4399999,270.0,301.0
20210603T1800,24.830246,3.7064266,330.94543,143.0
20210603T1900,23.430244,6.519877,353.65985,43.0
20210603T2000,21.630245,6.849467,356.98724,2.0
20210603T2100,19.770245,6.379216,16.389526,0.0
20210603T2200,19.320246,6.2145634,259.992,0.0
20210603T2300,18.790245,1.5273507,225.0,0.0
20210604T0000,18.030245,3.671294,168.69006,0.0
20210604T0100,17.710245,4.6938252,175.60129,0.0
20210604T0200,17.460245,3.6179552,174.28941,0.0
20210604T0300,16.830246,4.32,180.0,0.0
20210604T0400,17.200245,4.73506,188.74615,3.0
20210604T0500,17.640245,5.506941,191.30994,55.0
20210604T0600,18.500246,6.849467,183.01279,147.0
20210604T0700,19.800245,7.5685663,182.72632,211.0
20210604T0800,20.220245,7.9526596,174.80557,233.0
20210604T0900,21.100245,8.64,180.0,265.0
20210604T1000,21.220245,12.287555,148.17255,529.0
20210604T1100,22.570246,11.384199,161.56505,716.0
20210604T1200,23.820246,9.504273,155.37643,766.0
20210604T1300,25.110245,6.8399997,180.0,702.0
20210604T1400,25.880245,5.3517847,199.65382,700.0
20210604T1500,26.490246,5.4477882,172.40535,599.0
