location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Wind Speed,Wind Direction,Shortwave Radiation
unit,°C,km/h,°,W/m²
level,2 m elevation corrected,10 m,10 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Shortwave Radiation
20230313T1300,20.880245,18.03237,206.0535,482.0
20230313T1400,21.480246,17.477621,212.38068,492.0
20230313T1500,21.620245,14.33234,205.27773,380.0
20230313T1600,20.870245,10.137692,196.50436,223.0
20230313T1700,20.240246,6.830519,161.56505,85.0
20230313T1800,15.870245,5.8048253,187.12502,6.0
20230313T1900,15.620245,12.144331,258.02386,0.0
20230313T2000,14.150246,17.698677,265.33313,0.0
20230313T2100,13.430245,14.77755,272.79272,0.0
20230313T2200,12.450245,9.085988,213.69006,0.0
20230313T2300,11.590245,17.782688,201.37062,0.0
20230314T0000,11.170245,17.462784,188.29715,0.0
20230314T0100,10.570246,17.581125,190.61966,0.0
20230314T0200,10.3102455,20.275385,196.50436,0.0
20230314T0300,10.200245,19.05281,202.20348,0.0
20230314T0400,10.0602455,18.837322,206.07535,0.0
20230314T0500,10.160245,18.892282,210.96376,0.0
20230314T0600,10.0602455,18.892282,210.96376,1.0
20230314T0700,10.190246,18.875126,214.9025,48.0
20230314T0800,10.390245,20.88,223.60281,153.0
20230314T0900,10.350245,24.75638,229.1276,118.0
20230314T1000,9.530245,24.485292,228.57634,135.0
20230314T1100,9.200245,24.387178,238.89119,124.0
20230314T1200,9.070246,24.216522,258.85712,199.0
20230314T1300,9.620245,21.398056,257.36664,312.0
20230314T1400,9.470245,19.914217,257.4712,370.0
20230314T1500,9.690246,18.998314,260.1807,304.0
20230314T1600,8.530246,14.440443,265.71085,109.0
20230314T1700,8.120246,14.408997,257.00537,65.0
20230314T1800,7.290245,13.708391,256.3287,7.0
20230314T1900,6.880245,12.641076,250.0169,0.0
20230314T2000,6.4702454,13.5515,253.00919,0.0
20230314T2100,6.130245,13.009903,255.57922,0.0
20230314T2200,5.7002454,12.324414,276.70984,0.0
20230314T2300,5.130245,12.72283,295.11484,0.0
20230315T0000,4.8002453,9.826088,298.44293,0.0
20230315T0100,4.3302455,8.049845,296.56506,0.0
20230315T0200,3.3402452,6.162207,276.70984,0.0
20230315T0300,2.5002456,7.42159,247.16635,0.0
20230315T0400,1.9002454,7.386582,226.97495,0.0
20230315T0500,1.1802454,5.634891,206.56505,0.0
20230315T0600,0.9502454,4.0249224,190.30484,1.0
20230315T0700,1.7302454,6.489992,183.17982,79.0
20230315T0800,3.7802453,6.9899354,191.88866,222.0
20230315T0900,5.3502455,9.1641035,225.0,386.0
20230315T1000,6.9902453,8.78872,235.00798,524.0
20230315T1100,8.070246,9.360001,247.38014,613.0
20230315T1200,8.460245,10.823973,266.1859,627.0
20230315T1300,8.980246,11.620809,286.1892,512.0
20230315T1400,9.350245,10.931203,287.24146,469.0
20230315T1500,9.300245,9.360001,292.61987,335.0
20230315T1600,9.190246,7.491114,305.2176,218.0
20230315T1700,8.000245,3.563818,315.0,107.0
20230315T1800,8.470245,1.9386592,68.19859,9.0
20230315T1900,5.5802455,1.8,126.869896,0.0
20230315T2000,3.5002456,3.96,89.99999,0.0
20230315T2100,1.8302454,4.3349743,94.76365,0.0
20230315T2200,1.1602454,3.96,89.99999,0.0
20230315T2300,0.5302454,4.73506,98.74616,0.0
20230316T0000,-0.14975458,4.510787,118.61046,0.0
20230316T0100,-0.0697546,4.1046314,105.25512,0.0
20230316T0200,0.050245404,4.5536795,108.434944,0.0
20230316T0300,-0.48975456,3.8939953,123.69006,0.0
20230316T0400,-0.4497546,5.00128,120.25643,0.0
20230316T0500,-0.60975456,4.829907,116.56505,0.0
20230316T0600,-0.5497546,4.39436,124.99202,2.0
20230316T0700,1.2302454,5.991594,122.73523,77.0
20230316T0800,3.8002453,6.696387,126.25384,208.0
20230316T0900,5.9902453,7.42159,129.09386,347.0
20230316T1000,8.030246,8.287822,124.38034,527.0
20230316T1100,9.830245,9.1641035,135.0,611.0
20230316T1200,11.230246,9.220499,141.34018,637.0
20230316T1300,12.460245,8.4963045,143.61565,585.0
20230316T1400,13.210245,7.9932966,144.16235,496.0
20230316T1500,13.420245,7.491114,144.78241,369.0
20230316T1600,12.960245,6.4096174,141.84277,218.0
20230316T1700,11.790245,7.145796,130.91438,99.0
20230316T1800,9.180245,8.161764,131.42366,12.0
20230316T1900,7.6802454,7.145796,139.08562,0.0
20230316T2000,5.5502453,7.2,143.1301,0.0
20230316T2100,4.7202454,6.989936,145.49147,0.0
20230316T2200,4.150245,7.7879906,146.30994,0.0
20230316T2300,3.6902456,7.9036193,149.93141,0.0
20230317T0000,3.4902453,6.792466,147.99461,0.0
20230317T0100,3.3702455,5.991594,147.26477,0.0
20230317T0200,3.2902455,6.297428,149.03624,0.0
20230317T0300,2.8902454,6.297428,149.03624,0.0
20230317T0400,2.3302455,5.991594,147.26477,0.0
20230317T0500,2.0002456,6.193674,144.46231,0.0
20230317T0600,1.7002454,6.193674,144.46231,2.0
20230317T0700,3.6702452,6.792466,147.99461,87.0
20230317T0800,7.230245,5.95906,154.98311,238.0
20230317T0900,10.120245,6.28713,156.37062,387.0
20230317T1000,12.800245,6.28713,166.75948,505.0
20230317T1100,14.770246,9.3876505,175.60129,603.0
20230317T1200,16.050245,9.0645685,173.15723,617.0
20230317T1300,16.890245,9.007196,177.7094,581.0
20230317T1400,17.270245,9.114471,189.09027,494.0
20230317T1500,17.380245,7.628263,199.29004,378.0
20230317T1600,16.830246,5.634891,206.56505,247.0
20230317T1700,14.770246,3.671294,191.30994,102.0
20230317T1800,13.740245,3.319036,192.52881,11.0
20230317T1900,13.3102455,4.510787,208.61046,0.0
20230317T2000,12.610246,4.6800003,202.61987,0.0
20230317T2100,12.450245,4.1046314,195.25513,0.0
20230317T2200,11.270246,5.5887027,194.93143,0.0
20230317T2300,9.120245,6.4799995,180.0,0.0
20230318T0000,8.5602455,5.8048253,172.87498,0.0
20230318T0100,8.150246,5.0911684,171.8699,0.0
20230318T0200,7.610245,4.0249224,169.69516,0.0
20230318T0300,6.5302453,3.671294,168.69006,0.0
20230318T0400,5.3502455,3.8773184,158.1986,0.0
20230318T0500,4.610245,4.0249224,153.43495,0.0
20230318T0600,3.9302454,4.6938257,147.52881,3.0
20230318T0700,6.610245,6.193674,144.46231,94.0
20230318T0800,10.000245,5.00128,149.74356,255.0
20230318T0900,12.830245,4.802999,167.00539,404.0
20230318T1000,14.720245,6.519877,186.3402,523.0
20230318T1100,15.920245,7.771331,193.3925,622.0
20230318T1200,16.960245,7.4128532,209.05461,660.0
20230318T1300,17.370245,6.8777895,222.8789,596.0
20230318T1400,17.540245,4.8965297,216.02737,478.0
20230318T1500,17.730246,4.5820518,225.0,384.0
20230318T1600,17.160246,3.2599385,263.65982,241.0
20230318T1700,15.490245,4.6102495,321.3402,113.0
20230318T1800,14.460245,4.802999,347.00537,14.0
20230318T1900,13.600245,1.835647,348.69006,0.0
20230318T2000,10.440246,2.4149535,206.56505,0.0
20230318T2100,9.920245,5.3517847,199.65382,0.0
20230318T2200,10.670245,6.0347,197.35403,0.0
20230318T2300,10.590245,5.815978,201.8014,0.0
20230319T0000,10.230246,7.5170207,196.69925,0.0
20230319T0100,9.890245,6.130579,183.36646,0.0
20230319T0200,10.080245,5.04,180.0,0.0
20230319T0300,9.760245,4.6938252,175.60129,0.0
20230319T0400,9.330245,5.1544156,167.90524,0.0
20230319T0500,9.270246,5.506941,168.69006,0.0
20230319T0600,9.370245,4.802999,167.00539,2.0
20230319T0700,10.160245,5.5887027,165.06857,78.0
20230319T0800,11.820246,5.4477882,172.40535,205.0
20230319T0900,12.990245,7.42159,194.03624,310.0
20230319T1000,13.130245,10.703569,199.65382,328.0
20230319T1100,13.570246,3.319036,102.52881,370.0
20230319T1200,13.740245,7.7879906,213.69006,383.0
20230319T1300,13.610246,9.449572,229.63547,315.0
20230319T1400,13.480246,9.686609,221.98721,360.0
20230319T1500,12.480246,9.585739,214.28688,263.0
20230319T1600,11.920245,6.9527545,201.2505,136.0
20230319T1700,11.320246,5.1544156,192.09476,73.0
20230319T1800,10.050245,7.072878,194.74356,8.0
20230319T1900,9.210245,6.725354,195.52411,0.0
20230319T2000,8.450246,5.2416787,195.9454,0.0
20230319T2100,7.5602455,6.151683,200.55605,0.0
20230319T2200,7.4102454,5.1165614,219.28941,0.0
20230319T2300,7.3702455,4.6102495,218.65982,0.0
20230320T0000,7.3002453,4.6938257,212.47119,0.0
20230320T0100,7.0702453,4.8965297,216.02737,0.0
20230320T0200,6.3902454,5.3517847,227.72632,0.0
20230320T0300,6.4102454,5.3999996,233.1301,0.0
20230320T0400,7.1402454,4.198285,210.96376,0.0
20230320T0500,7.2202454,3.219938,206.56505,0.0
20230320T0600,6.980245,4.0249224,190.30484,2.0
20230320T0700,7.770245,5.495161,211.6075,33.0
20230320T0800,8.720245,5.991594,237.26477,116.0
20230320T0900,9.850245,4.452954,255.96376,225.0
20230320T1000,10.820246,2.0991426,239.03624,263.0
20230320T1100,11.740245,2.6208394,254.0546,303.0
20230320T1200,12.340245,3.7585104,253.30075,316.0
20230320T1300,12.8102455,3.319036,229.39871,335.0
20230320T1400,13.340245,4.1046314,232.12502,350.0
20230320T1500,13.740245,4.829907,243.43495,284.0
20230320T1600,13.690246,4.896529,252.89728,231.0
20230320T1700,12.520246,3.4152596,251.56506,120.0
20230320T1800,11.210245,3.7585104,253.30075,13.0
20230320T1900,9.530245,2.968636,284.03625,0.0
20230320T2000,9.100245,1.1384199,161.56505,0.0
20230320T2100,6.6402454,2.2768397,161.56505,0.0
20230320T2200,5.4702454,2.16,180.0,0.0
20230320T2300,4.4502454,2.2768397,161.56505,0.0
20230321T0000,3.8302455,4.1046314,164.74487,0.0
20230321T0100,3.5102453,4.452954,165.96376,0.0
20230321T0200,3.2302456,3.8773184,158.1986,0.0
20230321T0300,2.7302456,3.4152596,161.56505,0.0
20230321T0400,2.6702452,4.1046314,164.74487,0.0
20230321T0500,2.6802454,4.2136917,160.01689,0.0
20230321T0600,3.3902454,4.3498964,155.55605,6.0
20230321T0700,5.210245,5.00128,149.74356,89.0
20230321T0800,7.5602455,4.198285,149.03624,231.0
20230321T0900,9.910245,4.6800003,157.38013,362.0
20230321T1000,12.100245,4.379589,189.46233,483.0
20230321T1100,13.750245,5.771239,183.57634,550.0
20230321T1200,15.130245,7.172949,197.52557,609.0
20230321T1300,15.770246,6.792466,212.00539,550.0
20230321T1400,15.930245,6.3690495,222.7094,410.0
20230321T1500,16.130245,5.692099,235.30484,290.0
20230321T1600,15.640245,3.0758414,249.44395,187.0
20230321T1700,14.320246,1.2979984,303.69006,87.0
20230321T1800,13.620245,2.52,270.0,11.0
20230321T1900,13.690246,4.6800003,202.61987,0.0
20230321T2000,10.970245,5.3517847,199.65382,0.0
20230321T2100,10.110246,4.802999,192.99461,0.0
20230321T2200,10.280245,5.2416787,195.9454,0.0
20230321T2300,9.990245,5.0142193,201.0375,0.0
20230322T0000,9.010245,4.802999,192.99461,0.0
20230322T0100,8.020246,5.0528407,184.08562,0.0
20230322T0200,7.000245,5.771239,183.57634,0.0
20230322T0300,6.270245,5.0528407,175.91438,0.0
20230322T0400,5.7002454,4.3349743,175.23636,0.0
20230322T0500,5.5902452,5.1544156,167.90524,0.0
20230322T0600,5.380245,6.151683,159.44395,7.0
20230322T0700,7.8702455,6.379216,163.61046,114.0
20230322T0800,10.950245,5.8603754,169.38034,282.0
20230322T0900,13.480246,7.2805495,188.53076,442.0
20230322T1000,15.460245,9.021574,208.61046,574.0
20230322T1100,16.920246,10.799999,216.8699,665.0
20230322T1200,17.930244,12.261157,220.23636,701.0
20230322T1300,18.760244,12.819235,231.84277,659.0
20230322T1400,19.210245,12.181624,235.8403,570.0
20230322T1500,19.290245,11.609651,240.25513,446.0
20230322T1600,18.730246,7.754637,248.1986,281.0
20230322T1700,16.930244,4.379589,279.46234,112.0
20230322T1800,15.100245,2.16,270.0,18.0
20230322T1900,15.030245,3.0758414,200.55605,0.0
20230322T2000,12.870245,2.8799999,180.0,0.0
20230322T2100,11.820246,2.16,180.0,0.0
20230322T2200,11.390245,3.2599385,186.3402,0.0
20230322T2300,11.240245,3.4152596,161.56505,0.0
20230323T0000,11.620245,6.28713,156.37062,0.0
20230323T0100,12.270246,8.699793,155.55605,0.0
20230323T0200,12.570246,9.904906,160.90651,0.0
20230323T0300,13.070246,9.531505,169.11447,0.0
20230323T0400,13.590245,8.287822,177.51045,0.0
20230323T0500,13.370245,6.489992,183.17982,0.0
20230323T0600,13.270246,5.771239,183.57634,3.0
20230323T0700,13.350245,5.771239,183.57634,47.0
20230323T0800,13.450245,5.4477882,187.59465,88.0
20230323T0900,14.590245,4.6938252,184.39871,154.0
20230323T1000,15.370245,7.10031,210.46555,216.0
20230323T1100,16.320246,9.0,216.8699,373.0
20230323T1200,16.460245,8.942214,220.1009,360.0
20230323T1300,16.410246,8.587338,213.02386,324.0
20230323T1400,16.390245,8.089993,200.85446,286.0
20230323T1500,16.550245,8.473393,192.26477,228.0
20230323T1600,16.030245,9.504273,204.62357,92.0
20230323T1700,15.620245,8.4042845,189.86581,76.0
20230323T1800,14.150246,5.4833565,156.8014,15.0
20230323T1900,13.920245,6.6087217,150.64224,0.0
20230323T2000,13.280245,7.289445,147.09476,0.0
20230323T2100,12.520246,6.9153743,141.34018,0.0
20230323T2200,12.750245,8.217153,151.18921,0.0
20230323T2300,13.190246,9.178235,154.44003,0.0
20230324T0000,13.010245,9.565437,160.20113,0.0
20230324T0100,13.070246,10.853866,174.28941,0.0
20230324T0200,13.600245,10.853866,185.71059,0.0
20230324T0300,13.860246,8.4042845,189.86581,0.0
20230324T0400,14.090245,6.162207,186.70984,0.0
20230324T0500,14.640245,10.829958,201.44774,0.0
20230324T0600,14.330245,14.480773,214.87534,3.0
20230324T0700,13.800245,15.408671,217.40535,31.0
20230324T0800,13.870245,16.075521,214.04594,56.0
20230324T0900,13.880245,18.581022,215.53769,87.0
20230324T1000,13.040245,17.581125,227.48956,135.0
20230324T1100,12.380245,17.373497,235.98065,160.0
20230324T1200,12.080245,18.278645,237.875,177.0
20230324T1300,12.300245,16.575644,235.61966,309.0
20230324T1400,11.930245,13.324863,231.58195,350.0
20230324T1500,12.210245,12.819235,218.15723,249.0
20230324T1600,12.260245,13.217443,209.35776,142.0
20230324T1700,11.870245,14.081477,212.47119,72.0
20230324T1800,11.070246,14.689588,216.02737,13.0
20230324T1900,10.380245,15.7908325,223.15239,0.0
20230324T2000,9.780245,15.021105,225.97102,0.0
20230324T2100,9.930245,13.755579,222.8789,0.0
20230324T2200,9.680245,14.77755,214.0772,0.0
20230324T2300,9.970245,15.7908325,223.15239,0.0
20230325T0000,9.620245,16.992609,233.61565,0.0
20230325T0100,9.480246,16.92383,231.91122,0.0
20230325T0200,9.0602455,18.79255,233.56915,0.0
20230325T0300,8.030246,17.673029,236.63364,0.0
20230325T0400,7.2402453,17.673029,236.63364,0.0
20230325T0500,7.6202455,16.92383,231.91122,0.0
20230325T0600,7.730245,16.29174,225.0,8.0
20230325T0700,8.120246,18.089775,222.5805,87.0
20230325T0800,8.620245,23.051247,231.3402,133.0
20230325T0900,8.680245,22.97522,234.56668,148.0
20230325T1000,9.510245,20.674156,234.92624,226.0
20230325T1100,10.770246,23.675304,241.87627,313.0
20230325T1200,11.160245,24.675106,246.8014,397.0
20230325T1300,12.130245,23.73271,247.71442,423.0
20230325T1400,12.590245,23.210928,246.21799,396.0
20230325T1500,12.460245,22.59699,247.52057,264.0
20230325T1600,11.880245,19.966211,244.359,233.0
20230325T1700,11.460245,16.676977,237.3391,111.0
20230325T1800,10.500245,15.496736,239.26453,20.0
20230325T1900,10.420245,11.988594,228.65222,0.0
20230325T2000,10.020246,9.686609,221.98721,0.0
20230325T2100,9.930245,7.0911775,203.9625,0.0
20230325T2200,8.930245,6.439876,206.56505,0.0
20230325T2300,8.950245,6.28713,203.62938,0.0
20230326T0000,8.910245,5.506941,191.30994,0.0
20230326T0100,8.340245,6.162207,186.70984,0.0
20230326T0200,8.390245,5.4119864,176.18593,0.0
20230326T0300,8.380245,7.072878,165.25644,0.0
20230326T0400,8.290245,7.0911775,156.0375,0.0
20230326T0500,8.340245,7.289445,147.09476,0.0
20230326T0600,8.530246,8.766573,160.82098,4.0
20230326T0700,9.220245,15.273505,188.1301,45.0
20230326T0800,10.090245,18.864824,221.90594,111.0
20230326T0900,10.340245,24.472057,243.81189,250.0
20230326T1000,11.530245,21.518847,252.47443,424.0
20230326T1100,12.490245,21.413193,243.00417,519.0
20230326T1200,12.600245,20.497883,239.3814,588.0
20230326T1300,12.0602455,20.774214,242.10274,418.0
20230326T1400,9.130245,18.39878,239.42078,295.0
20230326T1500,7.9902453,19.386593,238.67131,85.0
20230326T1600,8.690246,18.837322,243.92465,190.0
20230326T1700,7.900245,15.042659,248.9625,90.0
20230326T1800,7.1802454,14.039999,247.38013,19.0
20230326T1900,6.480245,10.514218,231.95296,0.0
20230326T2000,6.540245,9.085988,213.69006,0.0
20230326T2100,6.6202455,9.220499,218.65982,0.0
20230326T2200,6.3402452,7.42159,230.90614,0.0
20230326T2300,6.5302453,8.669949,228.36647,0.0
20230327T0000,6.690245,9.107359,251.56506,0.0
20230327T0100,6.9102454,10.661107,281.68936,0.0
20230327T0200,6.960245,12.979984,303.69006,0.0
20230327T0300,6.860245,13.755579,317.1211,0.0
20230327T0400,6.520245,14.480773,325.1247,0.0
20230327T0500,6.2002454,15.315873,330.42218,0.0
20230327T0600,5.540245,15.463246,335.22485,8.0
20230327T0700,5.170245,14.372974,337.93213,91.0
20230327T0800,4.7402453,13.779114,340.14478,204.0
20230327T0900,5.0602455,14.345898,342.47443,325.0
20230327T1000,5.2202454,12.55879,332.70044,492.0
20230327T1100,6.3702455,12.72283,334.8852,597.0
20230327T1200,6.940245,12.879752,333.43497,513.0
20230327T1300,7.3002453,13.281023,327.17145,570.0
20230327T1400,7.0802455,12.768586,319.57394,464.0
20230327T1500,7.0702453,13.246826,317.2026,354.0
20230327T1600,6.920245,12.218805,315.0,286.0
20230327T1700,6.250245,10.514218,308.04706,136.0
20230327T1800,5.0702453,7.5942082,301.42957,27.0
20230327T1900,4.4502454,6.489992,289.44003,0.0
20230327T2000,3.3502455,5.937272,284.03625,0.0
20230327T2100,3.0702453,6.489992,273.17984,0.0
20230327T2200,2.6102452,6.618519,225.0,0.0
20230327T2300,2.0602455,7.653705,221.18593,0.0
20230328T0000,1.9702454,7.42159,219.09386,0.0
20230328T0100,1.9602454,6.9153743,218.65982,0.0
20230328T0200,2.0302453,4.452954,194.03624,0.0
20230328T0300,0.3902454,4.1046314,164.74487,0.0
20230328T0400,-1.0297546,3.0758414,159.44395,0.0
20230328T0500,-1.8497547,2.0991426,149.03624,0.0
20230328T0600,-0.39975458,1.5273507,135.0,19.0
20230328T0700,2.3302455,3.096837,125.537674,153.0
20230328T0800,4.4802456,4.1046314,127.874985,331.0
20230328T0900,6.130245,4.8433046,131.98721,494.0
20230328T1000,7.3102455,4.1046314,127.874985,587.0
20230328T1100,8.190246,4.198285,149.03624,679.0
20230328T1200,9.160245,4.829907,153.43495,660.0
20230328T1300,9.920245,5.4833565,156.8014,631.0
20230328T1400,10.760245,7.42159,157.16635,545.0
20230328T1500,11.040245,7.628263,160.70996,471.0
20230328T1600,11.000245,8.225035,156.8014,336.0
20230328T1700,10.120245,5.8048253,150.25511,161.0
20230328T1800,9.010245,6.193674,144.46231,26.0
20230328T1900,8.330246,5.00128,149.74356,0.0
20230328T2000,7.8702455,4.896529,162.89728,0.0
20230328T2100,7.920245,7.491114,144.78241,0.0
20230328T2200,8.470245,9.0,143.1301,0.0
20230328T2300,8.600245,8.209263,164.74487,0.0
20230329T0000,8.510245,7.2805495,171.46924,0.0
20230329T0100,8.450246,5.4119864,176.18593,0.0
20230329T0200,8.090245,6.162207,173.29016,0.0
20230329T0300,8.030246,6.489992,176.82018,0.0
20230329T0400,8.110246,6.130579,183.36646,0.0
20230329T0500,8.000245,6.130579,183.36646,0.0
20230329T0600,8.270246,7.2805495,171.46924,11.0
20230329T0700,9.3102455,8.28,180.0,40.0
20230329T0800,10.600245,9.422101,186.58194,81.0
20230329T0900,12.020246,10.594036,189.78241,106.0
20230329T1000,13.760245,9.0,180.0,221.0
20230329T1100,15.970245,12.55879,207.29958,365.0
20230329T1200,17.500246,15.03835,222.08917,465.0
20230329T1300,18.460245,17.566378,225.83032,467.0
20230329T1400,19.520245,17.10284,229.2679,459.0
20230329T1500,19.710245,15.03835,227.91084,395.0
20230329T1600,18.970245,11.090103,215.75389,247.0
20230329T1700,17.750246,8.209263,195.25513,111.0
20230329T1800,16.230246,8.12197,167.19574,22.0
20230329T1900,15.520246,10.8955765,172.40535,0.0
20230329T2000,14.740245,11.901798,176.53177,0.0
20230329T2100,14.290245,12.245294,178.31532,0.0
20230329T2200,15.420245,11.879999,180.0,0.0
20230329T2300,15.050245,10.464798,176.05481,0.0
20230330T0000,14.500245,10.440001,180.0,0.0
20230330T0100,13.800245,11.659777,171.11934,0.0
20230330T0200,13.070246,10.8955765,172.40535,0.0
20230330T0300,12.890245,12.324414,173.29016,0.0
20230330T0400,12.760245,10.308831,167.90524,0.0
20230330T0500,12.800245,6.28713,166.75948,0.0
20230330T0600,13.420245,6.28713,203.62938,15.0
20230330T0700,14.380245,15.496736,239.26453,63.0
20230330T0800,14.320246,14.693999,239.03625,99.0
20230330T0900,13.920245,15.7908325,226.84761,191.0
20230330T1000,14.270246,14.982228,234.78241,320.0
20230330T1100,14.360246,17.072504,227.56378,350.0
20230330T1200,14.880245,20.88,226.39719,275.0
20230330T1300,15.430245,23.966375,237.26477,382.0
20230330T1400,16.140245,22.17144,237.60016,419.0
20230330T1500,16.540245,19.770523,236.88866,396.0
20230330T1600,16.670246,16.75064,241.78264,291.0
20230330T1700,16.140245,13.397612,239.30028,159.0
20230330T1800,14.410245,9.885262,236.88866,36.0
20230330T1900,12.710245,9.449572,220.36453,0.0
20230330T2000,12.540245,7.9932976,187.76517,0.0
20230330T2100,12.440246,6.849467,183.01279,0.0
20230330T2200,12.410245,7.771331,193.3925,0.0
20230330T2300,12.290245,6.87779,186.009,0.0
20230331T0000,12.290245,7.072878,194.74356,0.0
20230331T0100,11.800245,7.072878,194.74356,0.0
20230331T0200,11.680245,7.172949,162.47443,0.0
20230331T0300,11.200245,9.021574,151.38954,0.0
20230331T0400,11.370245,9.693296,148.67131,0.0
20230331T0500,11.790245,10.853866,174.28941,0.0
20230331T0600,12.650246,18.504139,217.09283,8.0
20230331T0700,13.370245,23.47741,234.3602,99.0
20230331T0800,14.160245,25.49908,239.45242,260.0
20230331T0900,14.210245,26.407907,242.38698,389.0
20230331T1000,13.920245,24.387178,238.89119,520.0
20230331T1100,14.550245,30.432245,242.52557,511.0
20230331T1200,12.620245,32.096577,246.88579,407.0
20230331T1300,13.470245,28.694056,246.32947,464.0
20230331T1400,12.450245,27.238941,240.72475,431.0
20230331T1500,11.700245,23.34455,243.43495,336.0
20230331T1600,11.820246,19.914215,229.39871,231.0
20230331T1700,11.780245,21.710716,229.70786,118.0
20230331T1800,10.120245,20.592503,233.53076,22.0
20230331T1900,10.110246,20.188908,230.06363,0.0
20230331T2000,10.120245,20.898613,227.79271,0.0
20230331T2100,9.940246,21.142147,227.07004,0.0
20230331T2200,9.200245,18.584509,224.21518,0.0
20230331T2300,8.800245,20.421871,220.71085,0.0
20230401T0000,8.740245,21.638964,224.32596,0.0
20230401T0100,9.040245,22.493519,230.19443,0.0
20230401T0200,8.880245,22.26477,230.90614,0.0
20230401T0300,8.690246,21.94524,228.9909,0.0
20230401T0400,8.630245,22.42427,227.60257,0.0
20230401T0500,8.430245,22.91026,225.0,0.0
20230401T0600,8.690246,23.1774,223.11182,9.0
20230401T0700,8.860246,23.166216,225.62961,50.0
20230401T0800,8.640245,20.371038,226.4321,106.0
20230401T0900,8.730246,23.838959,231.74557,134.0
20230401T1000,9.150246,23.199759,228.14496,142.0
20230401T1100,9.920245,22.545315,231.48308,223.0
20230401T1200,10.630245,21.868332,237.09476,269.0
20230401T1300,10.620245,18.472595,236.92932,203.0
20230401T1400,10.910245,17.782686,238.24052,230.0
20230401T1500,11.330245,17.709658,243.43495,292.0
20230401T1600,11.010245,13.830749,231.3402,225.0
20230401T1700,9.960245,12.599998,233.1301,136.0
20230401T1800,9.120245,10.195057,222.1376,33.0
20230401T1900,8.5602455,9.449572,229.63547,0.0
20230401T2000,8.230246,9.0,233.1301,0.0
20230401T2100,8.070246,9.726664,231.009,0.0
20230401T2200,7.8202453,8.913181,223.36343,0.0
20230401T2300,8.010245,9.931042,223.5312,0.0
20230402T0000,7.9702454,9.220499,218.65982,0.0
20230402T0100,7.880245,8.587338,213.02386,0.0
20230402T0200,7.770245,8.891343,211.75949,0.0
20230402T0300,7.710245,8.891343,211.75949,0.0
20230402T0400,7.150245,8.0899935,212.27565,0.0
20230402T0500,7.0802455,8.049845,206.56505,0.0
20230402T0600,7.540245,9.107359,198.43495,18.0
20230402T0700,8.250245,11.681987,213.69006,40.0
20230402T0800,9.010245,9.686609,228.01279,116.0
20230402T0900,9.710245,9.19939,239.42078,226.0
20230402T1000,10.050245,9.504272,232.69606,287.0
20230402T1100,10.220245,9.659814,243.43495,324.0
20230402T1200,10.570246,8.225035,246.8014,440.0
20230402T1300,11.120245,7.771331,256.6075,488.0
20230402T1400,11.730246,7.208994,272.8624,443.0
20230402T1500,12.020246,8.209263,285.25513,357.0
20230402T1600,11.930245,5.692099,304.69516,256.0
20230402T1700,11.410245,5.95906,334.98312,114.0
20230402T1800,9.200245,4.6102495,321.3402,27.0
20230402T1900,8.930245,4.829907,333.43497,0.0
20230402T2000,8.650246,6.9899354,348.11133,0.0
20230402T2100,8.430245,8.287822,2.4895477,0.0
20230402T2200,8.140245,10.086427,2.045395,0.0
20230402T2300,7.710245,11.367109,10.954056,0.0
20230403T0000,7.3202453,12.245293,24.304535,0.0
20230403T0100,6.6402454,11.753877,27.349869,0.0
20230403T0200,5.9502454,10.30883,24.775131,0.0
20230403T0300,5.3702455,9.565437,19.798859,0.0
20230403T0400,4.8702455,9.360001,22.619858,0.0
20230403T0500,4.4602456,8.854829,26.565033,0.0
20230403T0600,4.400245,9.693296,31.32869,22.0
20230403T0700,4.610245,12.984975,43.876694,111.0
20230403T0800,5.3102455,13.551501,50.389297,216.0
20230403T0900,5.8902454,14.05845,50.194427,380.0
20230403T1000,6.8702455,12.738099,47.29059,502.0
20230403T1100,7.3202453,13.830749,51.34018,471.0
20230403T1200,7.9902453,14.336861,51.115494,600.0
20230403T1300,8.210245,15.281989,46.909134,569.0
20230403T1400,8.190246,16.299694,43.210068,537.0
20230403T1500,8.010245,16.800856,44.999985,414.0
20230403T1600,7.5102453,16.299694,46.789917,304.0
20230403T1700,7.0902452,15.349684,39.289413,174.0
20230403T1800,6.3502455,14.021525,29.19748,44.0
20230403T1900,5.7002454,13.363711,27.255325,0.0
20230403T2000,4.8502455,12.594856,30.963745,0.0
20230403T2100,3.7502456,11.4862,32.195724,0.0
20230403T2200,2.9302454,11.988594,41.347763,0.0
20230403T2300,2.3802454,10.97262,41.009094,0.0
20230404T0000,1.9902455,11.019764,38.367477,0.0
20230404T0100,1.2802454,10.233123,39.2894,0.0
20230404T0200,0.7502454,8.669949,41.63353,0.0
20230404T0300,0.020245433,8.209263,37.87497,0.0
20230404T0400,-0.65975463,8.4963045,36.38434,0.0
