run_id,hour,Radiation,CO2,CO,PM10,PM25,CO2_Removed_g,CO_Removed_ug,PM10_Removed_ug,PM25_Removed_ug,O2_Produced_g
78,21,0.0,495.1481055133481,185.61096315436143,28.519071149263105,9.288544180687062,300.0888633080089,40091.96804134207,246404.7747296332,48151.81303268172,216.0639815817664
78,22,0.0,487.9005280196346,183.2365789179082,27.324618719013436,10.516275897619959,295.74031681178076,39579.101046268166,236084.70573227608,54516.374253261856,212.93302810448213
78,23,0.0,476.7476931015971,172.80527076246213,24.00838037289749,9.47768286805373,289.0486158609583,37325.93848469182,207432.40642183434,49132.30798799053,208.11500341988997
79,0,0.0,493.5350060515126,187.13908574165953,24.584600268635562,19.415732818532458,299.1210036309076,40422.042520198454,212410.94632101126,100651.15893127225,215.36712261425345
79,1,0.0,486.61509939705087,180.75430194308262,25.129071954894176,20.13544412987127,294.96905963823053,39042.929219705846,217115.18169028568,104382.14236925264,212.37772293952597
79,2,0.0,491.3445133643257,173.5079965243634,23.229119527197277,19.0010033136476,297.8067080185954,37477.7272492625,200699.5927149845,98501.20117794916,214.42082977338865
79,3,0.0,488.3311820880579,166.1659056650312,24.47077176043012,18.160895304856172,295.9987092528348,35891.835623646744,211427.46801011625,94146.0812603744,213.11907066204103
79,4,0.0,495.51998120225636,162.42096860974928,22.214196549454982,16.27569337775049,300.3119887213538,35082.929219705846,191930.65818729106,84373.19447025853,216.22463187937475
79,5,0.0,493.2381067814537,164.07723571429224,20.093765729008613,15.29317917801402,298.94286406887227,35440.68291428713,173610.13589863444,79279.84085882468,215.23886212958803
79,6,0.0,491.8791885599085,183.46420889436888,18.497855560432555,16.627853935279898,298.1275131359451,39628.26912118368,159821.47204213726,86198.79480049098,214.65180945788046
79,7,0.0,486.90934009256307,187.37991770662944,27.397749795239935,15.293393707094939,295.14560405553783,40474.06222463196,236716.55823087305,79280.95297758015,212.50483491998722
79,8,1400.0,486.75901941733525,179.91795821018718,26.23018990686358,12.91631235701017,3235.055411650401,38862.27897340043,226628.84079530134,66958.16325874072,2329.2398963882883
79,9,1400.0,491.01712100429387,160.68259969896658,25.920316768436496,11.071646481598291,3237.610272602576,34707.44153497678,223951.53687929132,57395.41536060554,2331.079396273855
79,10,1400.0,487.49392914809977,147.22284234981035,25.53951542438935,9.899488364663913,3235.4963574888593,31800.133947559036,220661.413266724,51318.94768241772,2329.5573773919787
79,11,1400.0,475.6216981591127,135.4023588670016,23.204490613245376,10.662493093697758,3228.3730188954673,29246.90951527235,200486.79889844006,55274.36419772918,2324.4285736047364
79,12,0.0,475.4384208314556,132.19600966065238,22.852318751701407,9.49418635001777,288.2630524988734,28554.338086700915,197444.03401470018,49217.862038492116,207.54939779918882
79,13,0.0,468.88529436627823,124.87745465244222,22.37516563620061,9.405428333878703,284.33117661976695,26973.530204927523,193321.43109677325,48757.74048282719,204.7184471662322
79,14,0.0,470.0711595223353,128.31259422551284,20.477119312161406,7.817278781914303,285.0426957134012,27715.520352710777,176922.31085707454,40524.77320544374,205.23074091364884
79,15,0.0,468.16763031323757,128.80739444445098,19.19410964880818,6.823231439882925,283.9005781879426,27822.397200001415,165837.1073657027,35371.63178435308,204.40841629531866
79,16,0.0,468.39797562316335,145.74061830870932,18.853758416741723,8.836605614482847,284.038785373898,31479.97355468121,162896.47272064848,45808.96350547907,204.50792546920655
79,17,1400.0,483.70013475108277,164.5304376847356,19.45276617949088,12.113708580898006,3233.220080850649,35538.57453990289,168071.89979080122,62797.465283375255,2327.918458212467
79,18,1400.0,501.24869682365085,182.72748201971098,20.340642245880353,11.84939492734922,3243.74921809419,39469.13611625757,175743.14900440627,61427.26330337835,2335.499437027817
79,19,0.0,500.0027098621474,198.63114923372302,21.04124252272134,15.866456267665855,303.0016259172885,42904.32823448417,181796.33539631238,82251.70929157978,218.1611706604477
79,20,0.0,498.93398788976657,208.78987939245314,20.742456098918787,17.712523371583156,302.36039273385995,45098.61394876988,179214.82069465832,91821.72115828708,217.69948276837917
79,21,0.0,506.5002705240584,217.02687993979856,20.707811321090087,16.631680365018486,306.9001623144351,46877.80606699649,178915.48981421834,86218.63101225582,220.96811686639325
79,22,0.0,512.2927396332498,210.65249570334532,20.022635253160594,17.27080742339418,310.3756437799498,45500.93907192259,172995.56858730753,89531.86568287543,223.47046352156386
79,23,0.0,499.53124830137943,200.22118754789926,20.29566628438321,16.066951874645028,302.7187489808277,43247.776510346244,175354.55669707092,83291.07851815982,217.95749926619592
80,0,0.0,519.2650180481975,302.79856424058187,24.07761884955645,13.15452620152766,314.5590108289185,65404.48987596569,208030.62686016774,68193.06382871939,226.4824877968213
80,1,0.0,509.04978723512033,292.41378044200496,31.54632331682992,12.663167124880056,308.4298723410722,63161.37657547308,272560.2334574105,65645.85837537821,222.06950808557198
80,2,0.0,510.5036089263165,285.1674750232857,28.979616982931447,12.003487075058603,309.3021653557899,61596.17460502972,250383.8907325277,62226.07699710379,222.69755905616873
80,3,0.0,506.00620127597045,277.8253841639535,27.57344544668999,9.227732573495457,306.6037207655823,60010.282979413954,238234.56865940156,47836.565661000444,220.75467895121923
80,4,0.0,511.35643924841247,278.0804471086716,24.691750639334376,15.101394491494277,309.8138635490475,60065.37657547307,213336.725523849,78285.62904390632,223.06598175531417
80,5,0.0,519.7837928979937,275.73671421321455,27.07378755432324,16.730982005020493,314.8702757387963,59559.13027005435,233917.52446935276,86733.41071402622,226.70659853193334
80,6,0.0,525.8169448921163,291.1236873932912,26.981160222677836,24.107093914867768,318.4901669352698,62882.71647695091,233117.2243239365,124971.1748546745,229.31292019339426
80,7,1400.0,516.05757619143,303.0393962055518,23.83454463282009,25.01368952326193,3252.6345457148577,65456.509580399186,205930.46562756557,129670.96648858982,2341.8968729146973
80,8,429.69706050280456,507.1562643435053,287.5774367091095,19.940495226551363,22.726522775372004,1209.6575856619927,62116.72632916766,172285.87875740379,117814.29406752846,870.9534616766347
80,9,0.0,514.377609364444,275.5642201512042,19.399309027125877,20.71192355675005,311.6265656186664,59521.871552660115,167610.0299943676,107370.61171819225,224.3711272454398
80,10,0.0,508.8009802408168,261.89106560894527,17.855154185154777,18.10661883319753,308.2805881444901,56568.470171532186,154268.53215973728,93864.71203129599,221.96202346403285
80,11,0.0,491.86401847435934,247.0618373659239,17.078147039529558,18.70814960140649,298.1184110846156,53365.35687103957,147555.19042153537,96983.04753369124,214.64525598092322
80,12,0.0,487.1457630336258,239.8554881595747,13.984896924150807,18.201073945910387,295.2874578201755,51808.785442468135,120829.50942466297,94354.36733559944,212.60696963052638
80,13,0.0,478.86478965897345,240.53693315136454,11.521797138598593,15.178336384030413,290.3188737953841,51955.977560694744,99548.32727749184,78684.49581481365,209.02958913267653
80,14,0.0,478.5645076270231,239.97207272443515,10.71140773667202,13.479221343281147,290.13870457621385,51833.96770847799,92546.56284484625,69876.28344356945,208.89986729487396
80,15,0.0,475.0415254987072,244.4668729433733,8.658840338001692,14.814615704211281,288.02491529922435,52804.844555768635,74812.38052033461,76798.96781063128,207.3779390154415
80,16,0.0,491.4863988633933,253.40009680763163,10.503882680119837,16.319443846728724,297.891839318036,54734.42091044843,90753.54635623538,84599.9969014417,214.4821243089859
80,17,0.0,502.06955714207754,272.18991618365794,9.993280116414258,18.46885433507446,304.24173428524654,58793.02189567012,86341.94020581919,95742.540873026,219.0540486853775
80,18,0.0,518.7635278650037,290.3869605186333,13.412658978141256,24.6609136811024,314.2581167190022,62723.5834720248,115885.37357114047,127842.17652283484,226.26584403768157
80,19,0.0,535.1808067899269,310.29062773264536,16.641270742899998,27.642758367161367,324.10848407395616,67022.7755902514,143780.579218656,143300.0593753645,233.35810853324844
80,20,0.0,541.1577535561206,324.4493578913755,16.097845086515704,31.809671676437425,327.6946521336724,70081.0613045371,139085.3815474957,164901.3379706516,235.9401495362441
80,21,0.0,537.0661487523146,328.6863584387209,17.64092485214556,34.15925796444254,325.23968925138877,70996.25342276372,152417.59072253763,177081.59328767008,234.1725762609999
80,22,0.0,538.9175930652898,326.31197420226766,17.91305582428918,34.08481899345185,326.3505558391739,70483.38642768982,154768.80232185853,176695.70166205434,234.9724002042052
80,23,0.0,524.3586845675948,311.8806660468216,15.06100574693272,33.389416694601266,317.6152107405569,67366.22386611348,130127.0896534987,173090.73614481298,228.68295173320095
81,0,0.0,486.2138117903476,290.8487941778189,23.457494154251457,11.437371047938417,294.7282870742086,62823.33954240888,202672.7494927326,59291.33151251274,212.2043666934302
81,1,0.0,482.5839453694229,284.464010379242,20.167912424019143,10.426718640823283,292.55036722165374,61444.22624191627,174250.76334352538,54052.109434027894,210.6362643995907
81,2,0.0,478.2713420474818,274.01066362604024,16.705310166249767,11.446630148611838,289.9628052284891,59186.30334322469,144333.879836398,59339.33069040377,208.77321976451216
81,3,0.0,474.75652143430233,265.8756141011906,14.497897411967266,9.762282813213368,287.85391286058143,57429.132645857164,125261.8336393972,50607.6741036981,207.25481725961862
81,4,0.0,473.4407081396667,264.69560807108985,12.914310883836285,7.38529032347928,287.06442488380003,57174.25134335541,111579.6460363455,38285.34503691658,206.686385916336
