Timestamp,Temp_Residual,Wind_Residual,Rad_Residual
2020-01-01 00:00:00,-11.19933217002207,-0.03749675876512826,0.0
2020-01-01 01:00:00,-11.122222148547147,-0.13724026571033243,0.0
2020-01-01 02:00:00,-11.202917254298479,-0.1893769495317157,0.0
2020-01-01 03:00:00,-11.293393459349558,-0.027693504030590566,0.0
2020-01-01 04:00:00,-11.365402210218566,0.04937263664477287,-0.30596606458675424
2020-01-01 05:00:00,-11.614729083820471,-0.08836289001246711,-11.632731253420909
2020-01-01 06:00:00,-11.942796862669402,-0.21809598896186855,-50.13191023535851
2020-01-01 07:00:00,-12.458702734406677,-0.3872549631758193,-114.88177339901478
2020-01-01 08:00:00,-13.648839536447728,-0.3691343716870401,-191.1735084838533
2020-01-01 09:00:00,-13.912019624802955,-0.5344180667472482,-210.9792008757526
2020-01-01 10:00:00,-14.628177265945265,-0.9427709259411299,-198.1253420908593
2020-01-01 11:00:00,-14.847733919232796,-0.6256327761387821,-172.5249042145594
2020-01-01 12:00:00,-14.915150465950738,-1.0673111687192118,-150.20197044334975
2020-01-01 13:00:00,-14.991625567614122,-1.435219302356626,-150.53366174055827
2020-01-01 14:00:00,-15.087690161592775,-1.5754984307805757,-163.66830870279148
2020-01-01 15:00:00,-14.605883927580185,-0.812940075515417,-182.70607553366176
2020-01-01 16:00:00,-16.40744384099343,-0.8251051885148697,-182.9168035030104
2020-01-01 17:00:00,-16.43647513429701,-1.0362171237547892,-114.33880678708265
2020-01-01 18:00:00,-15.2496495313607,-0.752592670978532,-49.74055829228243
2020-01-01 19:00:00,-13.984756355411056,-0.7195336700115555,-12.230979748221127
2020-01-01 20:00:00,-13.404356766091034,-0.6019520067110622,-0.41598248494800216
2020-01-01 21:00:00,-12.882205727570332,-0.6081494589262908,0.0
2020-01-01 22:00:00,-12.081012610507388,-0.6700646792206411,0.0
2020-01-01 23:00:00,-11.494635926043964,-0.5775158104679803,0.0
2020-01-02 00:00:00,-11.08933207002207,-0.41995239765401715,0.0
2020-01-02 01:00:00,-10.952222048547148,-0.6697088212658882,0.0
2020-01-02 02:00:00,-10.802917254298478,-0.7127229495317158,0.0
2020-01-02 03:00:00,-10.703393359349556,-0.6901087818083682,0.0
2020-01-02 04:00:00,-10.295402110218566,-0.7649733077996717,-0.30596606458675424
2020-01-02 05:00:00,-10.33472898382047,-0.570645806679134,-11.632731253420909
2020-01-02 06:00:00,-11.032796862669402,-0.3694958222952016,-50.13191023535851
2020-01-02 07:00:00,-11.988702734406678,-0.511107879842486,-114.88177339901478
2020-01-02 08:00:00,-12.938839536447729,-0.6029925105759288,-191.1735084838533
2020-01-02 09:00:00,-13.532019624802956,-0.6737442889694705,-207.9792008757526
2020-01-02 10:00:00,-13.518177265945265,-0.7196164259411297,-198.1253420908593
2020-01-02 11:00:00,-13.597733929232797,-0.4322338872498932,-185.5249042145594
2020-01-02 12:00:00,-13.575150365950739,-0.5354642242747674,-184.20197044334975
2020-01-02 13:00:00,-13.191625367614122,-0.5441364412455147,-172.53366174055827
2020-01-02 14:00:00,-13.377689961592775,-0.9792454030027982,-180.66830870279148
2020-01-02 15:00:00,-14.675883927580186,-1.162182214404306,-192.70607553366176
2020-01-02 16:00:00,-15.667443836993431,-0.7859622718482031,-182.9168035030104
2020-01-02 17:00:00,-14.91647503429701,-0.7835538181992336,-114.33880678708265
2020-01-02 18:00:00,-13.6896496173607,-0.7564330598674207,-49.74055829228243
2020-01-02 19:00:00,-12.204756355411057,-0.7233740589004443,-12.230979748221127
2020-01-02 20:00:00,-10.914356766091034,-0.5983577567110625,-0.41598248494800216
2020-01-02 21:00:00,-10.192205727570332,-0.42663570892629066,0.0
2020-01-02 22:00:00,-9.401012510507389,-0.38761734588730756,0.0
2020-01-02 23:00:00,-8.794636026043964,0.44812946730979775,0.0
2020-01-03 00:00:00,-7.96933207002207,0.22640526901264968,0.0
2020-01-03 01:00:00,-7.462222148547147,0.04661737317855619,0.0
2020-01-03 02:00:00,-7.382917154298479,-0.014483449531715653,0.0
2020-01-03 03:00:00,-7.243393459349557,-0.14381111514170164,0.0
2020-01-03 04:00:00,-6.6854024102185665,-0.04525069668856063,-0.30596606458675424
2020-01-03 05:00:00,-6.714728983820471,-0.04487636223468949,-11.632731253420909
2020-01-03 06:00:00,-7.322796962669402,0.08534264992702045,-50.13191023535851
2020-01-03 07:00:00,-7.518702634406677,-0.09898093539804154,-114.88177339901478
2020-01-03 08:00:00,-8.78883933644773,-0.07962426057592875,-196.1735084838533
2020-01-03 09:00:00,-9.332019824802956,-0.04581095563613724,-249.9792008757526
2020-01-03 10:00:00,-9.408177665945265,0.13420176850331478,-278.1253420908593
2020-01-03 11:00:00,-9.007734329232797,-0.019923331694337687,-245.5249042145594
2020-01-03 12:00:00,-8.715150865950738,0.04495188683634366,-243.20197044334975
2020-01-03 13:00:00,-8.621625667614122,0.3775974476433741,-253.53366174055827
2020-01-03 14:00:00,-8.477690561592775,0.34650387477498024,-276.6683087027915
2020-01-03 15:00:00,-8.155884327580186,0.44470575781791677,-264.70607553366176
2020-01-03 16:00:00,-7.587444240993431,0.5041544781517975,-196.9168035030104
2020-01-03 17:00:00,-6.80647543429701,0.5106133206896555,-114.33880678708265
2020-01-03 18:00:00,-6.099650031360699,0.6454179679103569,-49.74055829228243
2020-01-03 19:00:00,-4.944756755411056,1.057210024432889,-12.230979748221127
2020-01-03 20:00:00,-4.244357166091034,1.4293296599556042,-0.41598248494800216
2020-01-03 21:00:00,-3.432206127570333,1.270458041073709,0.0
